mle,tv,kl,normalized_mle,normalized_tv,normalized_kl,alpha,seed
0.7979814022233149,0.0005327070003784627,2.720020016804079e-06,-0.3536051759888904,0.4063411235464962,0.13600100084020394,0.8,0
0.798391002651727,0.0004212778467007887,1.6950708120728835e-06,-0.2755235458599607,0.32872779555821374,0.08475354060364418,0.8,1
0.8032877610630943,0.0005619512096092916,4.841993993640411e-06,0.5048317689985974,0.48901634695056545,0.24209969968202055,0.8,2
0.8094833000137709,0.0005438281145521332,1.3828552466340271e-05,0.8348512176548932,0.8254357168873089,0.6914276233170136,0.8,3
0.7988642188542097,0.0004041275848186014,1.1518379154730257e-06,-0.22430931057885517,0.27342426033197326,0.057591895773651286,0.8,4
0.7953163675096575,0.0008898023150726159,1.0679726559141448e-05,-0.7194717692524198,0.7739872022666693,0.5339863279570723,0.8,5
0.7963323842613182,0.000892802606651959,8.41479257354769e-06,-0.6355079121935069,0.6884771190024388,0.4207396286773845,0.8,6
0.8014002978087706,0.00030249040611990624,1.0854263593756687e-06,0.24649401654103523,0.2296131881265699,0.054271317968783435,0.8,7
0.7929313006660297,0.0011072373715366277,2.0186049738466112e-05,-0.99572253077152,1.05029937462871,1.0093024869233056,0.8,8
0.7946793786724748,0.0012645036511763404,1.7381394324151038e-05,-0.922035832734354,0.9750027385050539,0.8690697162075519,0.8,9
0.8057061984936954,0.0010129196945940285,1.544823850924994e-05,0.8882623466076197,0.8694644577008003,0.7724119254624969,0.8,10
0.7930530589703615,0.0009205703196941752,1.6420251690774188e-05,-0.8978095420577815,0.951782159808678,0.8210125845387094,0.8,11
0.7996977698527521,0.0001457610258672428,1.0944757960450462e-07,-0.05509488404965219,0.10684128964544991,0.005472378980225231,0.8,12
0.8171659444307545,0.0037094218948272857,0.0001770561869822297,2.9347920312687794,2.8991307225183185,8.852809349111485,0.8,13
0.8082181652737763,0.002083190559297986,4.6427997565708784e-05,1.5263232991979323,1.4987477084321597,2.321399878285439,0.8,14
0.8070075518614939,0.0014122475437307752,2.680780277838576e-05,1.163178186409362,1.1368471977445342,1.340390138919288,0.8,15
0.79154532529196,0.001689540521567118,3.6929496965956666e-05,-1.3547298349474093,1.4089124793828443,1.8464748482978333,0.8,16
0.8031974913391549,0.0006233355175087091,5.271931815497481e-06,0.5260956312036891,0.5062181951904795,0.2635965907748741,0.8,17
0.8005333332576193,0.00011438884238038076,1.441012607909483e-07,0.09669451020297257,0.08430468488480199,0.007205063039547415,0.8,18
0.806896455764236,0.00178125376120519,3.319618006454757e-05,1.2949115427516777,1.2676017881618327,1.6598090032273785,0.8,19
0.8055036009051318,0.0006994993989189129,1.0229375567776585e-05,0.7243839046314197,0.7101280753981449,0.5114687783888292,0.8,20
