mle,tv,kl,normalized_mle,normalized_tv,normalized_kl,alpha,seed
0.7957235485820917,0.0009384618056842011,1.0454812357410038e-05,-0.7177190009759031,0.7471656487159875,0.5227406178705019,0.8,0
0.8026109390792971,0.00046004523290209113,3.189169129228349e-06,0.4060987018517813,0.39521813847809056,0.15945845646141746,0.8,1
0.8045029482032029,0.0007812183280893525,9.411588397246313e-06,0.6913243274118368,0.6799214326248064,0.47057941986231566,0.8,2
0.8073135865698674,0.0004202457433672336,8.19492722237437e-06,0.6438430340084121,0.6378593477662489,0.40974636111871854,0.8,3
0.7988893820516966,0.00036478170086090794,1.0367029386537316e-06,-0.21926458951782465,0.24688825348867036,0.05183514693268658,0.8,4
0.7975092878812374,0.0004733534524082669,3.0288341311241157e-06,-0.38206636796771,0.41232671027273793,0.15144170655620579,0.8,5
0.7965046614226877,0.0008231784048179829,7.486502239401342e-06,-0.6056565027380858,0.6347870093025391,0.3743251119700671,0.8,6
0.7982027064195081,0.0004549544279505985,2.1037298761462735e-06,-0.3163770669239543,0.34534495818894745,0.10518649380731368,0.8,7
0.8080550693912503,0.0007654023190992777,1.671043247503172e-05,0.9132557601352131,0.9020650066383491,0.835521623751586,0.8,8
0.7966986762717817,0.0007638065662015488,6.555736851135657e-06,-0.5660242681199766,0.5952612954561517,0.32778684255678286,0.8,9
0.8020738887215008,0.0003467739805392372,1.8894413854387323e-06,0.3146760474754692,0.30537920696874093,0.09447206927193662,0.8,10
0.7806980721101954,0.0022503251305508384,0.0001110110397989153,-2.3932033293042254,2.4251441425349936,5.550551989945765,0.8,11
0.7980940390106117,0.0005033428409143177,2.4710209473662753e-06,-0.34397107018395723,0.3726723584670075,0.12355104736831377,0.8,12
0.8157758909520877,0.003408865286452822,0.0001491439902466731,2.692203784004733,2.6691132438635936,7.457199512333655,0.8,13
0.8023837650219369,0.0005721370205996967,3.6271911740630414e-06,0.433278551776754,0.4205982854345049,0.18135955870315207,0.8,14
0.8103224931407293,0.0017203694033850999,4.8641796632988834e-05,1.5491182823520493,1.5317677784397374,2.4320898316494417,0.8,15
0.7939868528226668,0.001161467900344286,1.8214818769491346e-05,-0.9511485385646972,0.9811420664675371,0.9107409384745673,0.8,16
0.8030461911548353,0.0005998911298391074,4.880640203988856e-06,0.5004589213010416,0.4879017251207796,0.2440320101994428,0.8,17
0.7982768897279584,0.00039718746256707966,1.7512712674105566e-06,-0.2880220159772561,0.31750759101699166,0.08756356337052783,0.8,18
0.8039180952120194,0.0009975647424663643,1.0479785955403386e-05,0.7300122649952827,0.7154134748884835,0.5239892977701693,0.8,19
0.8091818260471194,0.001176091360853903,2.929753185265877e-05,1.20641274196806,1.1960391647346478,1.4648765926329386,0.8,20
0.794690535213535,0.0009148374274366608,1.2621995980962566e-05,-0.7905139456919653,0.8210249007711522,0.6310997990481283,0.8,21
0.7931275488532314,0.001173094790747823,2.0962309313117457e-05,-1.0227606909499452,1.0532753871734897,1.0481154656558729,0.8,22
0.7914967292994286,0.0009029587705775929,1.989170145312775e-05,-0.9968360854545075,1.0292037756094328,0.9945850726563875,0.8,23
0.8014081242275324,0.0003012687330583594,1.1129068945412606e-06,0.24353148568121513,0.23276147989417745,0.05564534472706303,0.8,24
0.7954972246690165,0.00036312741343200985,4.181803735242633e-06,-0.4509114094211667,0.4845284537463686,0.20909018676213162,0.8,25
0.7853383489745226,0.0026836847135639245,0.00010139285946399483,-2.2779147106743114,2.3080653836608223,5.069642973199741,0.8,26
0.7928932663098677,0.0012571627406546301,2.3278296354043142e-05,-1.0775389508620379,1.1078979547162413,1.1639148177021572,0.8,27
0.8061298540636871,0.0014999894325220704,2.488648857854243e-05,1.1166519158522106,1.1002508564928906,1.2443244289271214,0.8,28
0.7981788996985573,0.00017761315791687787,8.040804398917414e-07,-0.19195551362420876,0.22515396908204469,0.04020402199458707,0.8,29
0.7973772633563684,0.0005635624266207347,3.825190737362101e-06,-0.4298216735435343,0.4594937407653889,0.19125953686810504,0.8,30
0.7987970176875555,0.00028950172677831625,8.813111087091008e-07,-0.2014896671496479,0.2309557701467059,0.04406555543545504,0.8,31
0.8022120439640272,0.00043645250955101476,2.5654787328078176e-06,0.36516673387765725,0.3532732373638662,0.12827393664039088,0.8,32
0.798372488762973,0.00036259275663651073,1.5066685760164577e-06,-0.26635608578606235,0.29604088365299314,0.07533342880082289,0.8,33
0.7907871879707863,0.0016283342273070605,3.902186037299613e-05,-1.4007184845795744,1.43105425146206,1.9510930186498066,0.8,34
0.7949781070897446,0.0008342481654726763,1.0880670078058637e-05,-0.7330191272006644,0.7636926248573099,0.5440335039029318,0.8,35
0.7999819959791109,3.8331660137926645e-05,6.048412281521023e-09,-0.002799138512517236,0.032943819023324473,0.00030242061407605115,0.8,36
0.8023839116583402,0.00023048639977349256,1.4337895850659478e-06,0.27459990319890343,0.26736606112305306,0.0716894792532974,0.8,37
0.8046898825756033,0.0008409837352664135,1.0593523255527921e-05,0.7323673953845706,0.7196010033275216,0.5296761627763961,0.8,38
0.8095015430761241,0.0015336678587658404,3.965976351863606e-05,1.4020287586371605,1.3888000764764286,1.9829881759318029,0.8,39
0.7939630943257625,0.0005383141800143807,8.380976392430284e-06,-0.6426106432413073,0.675730453348943,0.4190488196215142,0.8,40
0.7930915703775733,0.001643011256477942,2.9620392374105704e-05,-1.2171372124419977,1.246096086243529,1.4810196187052853,0.8,41
0.8039313388501185,0.0007813979839513788,8.253909055000279e-06,0.6476360836746098,0.6338010038519879,0.41269545275001396,0.8,42
0.791196717013665,0.0008763405417368474,1.9925297091264956e-05,-0.9991225883584625,1.0317393266721242,0.9962648545632479,0.8,43
0.8050599425281113,0.001006086003597287,1.3633087632339085e-05,0.8303717837899998,0.8191799310193035,0.6816543816169542,0.8,44
0.7998284859660671,7.660887128146666e-05,3.249225126292671e-08,-0.029805024219345593,0.058906123306725997,0.0016246125631463357,0.8,45
0.7845437825092865,0.0016639734277943152,6.60660072757689e-05,-1.8377297761752596,1.8699894264134713,3.303300363788445,0.8,46
0.7931039441223454,0.0018054309655671195,3.254101162045522e-05,-1.2756782739112549,1.3041024046708858,1.6270505810227611,0.8,47
0.8019130801882597,0.0003580469837140141,1.8119357705266863e-06,0.30817214768528844,0.29699627663033773,0.09059678852633431,0.8,48
0.8021317957483312,0.00041377389375270264,2.3303787482374574e-06,0.34866891180543635,0.33803887500428215,0.11651893741187287,0.8,49
0.7970347133876213,0.0006298415305874177,4.8383885725574415e-06,-0.4849311385849808,0.5146228843939771,0.24191942862787208,0.8,50
0.802677881565302,0.0004533853387241574,3.2324548855772162e-06,0.40861410777670676,0.3970239233806739,0.1616227442788608,0.8,51
0.7954518774904782,0.0006016560409370209,7.0711936779998944e-06,-0.5890824861112168,0.620691104234418,0.3535596838999947,0.8,52
0.8008044634965924,0.0001277037729319131,2.5716194396928306e-07,0.12070962283178492,0.11372066060602781,0.012858097198464154,0.8,53
0.7941324799876405,0.00081973585595341,1.248879124716751e-05,-0.7861565061298156,0.8175055214270551,0.6244395623583755,0.8,54
0.8050669370699561,0.0011979535914830076,1.635528462035909e-05,0.9082250983345161,0.8930241449916438,0.8177642310179545,0.8,55
0.7906215951547219,0.0015057264519951542,3.676184824504599e-05,-1.3583584870814442,1.3890946920408689,1.8380924122522995,0.8,56
0.7917032218526183,0.0018686535024757442,4.040682660179525e-05,-1.4247748552448043,1.4539959963439728,2.0203413300897624,0.8,57
0.7957855967083527,0.0006853187311360847,7.502502390336577e-06,-0.6060200869104645,0.6368143940713115,0.37512511951682886,0.8,58
0.7955150178717375,0.0005444897147634325,6.2972667601868e-06,-0.5554785061357124,0.5874275820171119,0.31486333800934,0.8,59
0.8077344499999379,0.0014157447245010568,2.9636049760761794e-05,1.216212825740793,1.203028747404503,1.4818024880380898,0.8,60
0.8058054965487951,0.001223191923579385,1.9223954247215387e-05,0.9822801877113562,0.9659836764608825,0.9611977123607693,0.8,61
0.8042776394711063,0.001056202413097463,1.2204377872418286e-05,0.785724812028907,0.7683375566333229,0.6102188936209143,0.8,62
0.7992571647828055,0.0002106243781329112,3.902089544045211e-07,-0.13083153207170287,0.15979378723944213,0.019510447720226053,0.8,63
0.8076437610941001,0.0014283612343692935,2.9586445883681605e-05,1.2147127914792817,1.200999290670842,1.4793222941840802,0.8,64
0.8128523119694838,0.0013851810368978364,4.857808765448531e-05,1.5464337333816618,1.5382526702035533,2.4289043827242653,0.8,65
0.8054632921873817,0.0010616595093198666,1.5600104475320268e-05,0.8868363408783494,0.8739113842157139,0.7800052237660133,0.8,66
0.8050482630948013,0.0006520652754627067,8.803617898387828e-06,0.6680301920716609,0.6584277990568931,0.4401808949193914,0.8,67
0.8012930415492298,0.0001964088571529354,6.518820576341855e-07,0.18802687911027458,0.1804782234434071,0.032594102881709275,0.8,68
0.797401037655903,0.0006821904889688028,4.604709675386015e-06,-0.4726320698498087,0.5012491586012018,0.23023548376930073,0.8,69
0.8021055229234186,0.00019761570661952282,1.078374834518261e-06,0.23921264620026275,0.2324173228931197,0.05391874172591305,0.8,70
0.8150384803963594,0.002842313591447431,0.00011804731816497552,2.398998854247295,2.380768135889231,5.902365908248775,0.8,71
0.8020965184562103,0.00019651546709521404,1.0560197712425974e-06,0.23732505575973514,0.2319653049978732,0.05280098856212987,0.8,72
