K,normalized_K,inverse_K,alpha,seed
150,11.651994145736008,0.000278825490038823,0.3,0
42,3.262558360806082,0.019415073381140933,0.3,1
149,11.574314184764434,0.0002851121836221387,0.3,2
153,11.885034028650729,0.00026101486108874345,0.3,3
102,7.923356019100486,0.001008407572896479,0.3,4
168,13.050233443224329,0.00019110515342307097,0.3,5
148,11.496634223792862,0.0002915844007986721,0.3,6
38,2.9518385169197887,0.02710345664724279,0.3,7
83,6.447436760640591,0.002004670639608852,0.3,8
94,7.301916331327899,0.00132396699571758,0.3,9
93,7.2242363703563255,0.0013720191586281086,0.3,10
83,6.447436760640591,0.002004670639608852,0.3,11
169,13.127913404195903,0.00018736177364325244,0.3,12
72,5.592957189953284,0.0032200430864273606,0.3,13
117,9.088555433674086,0.0006382886646113645,0.3,14
164,12.739513599338036,0.00020708906987454686,0.3,15
114,8.855515550759366,0.0006960180459347941,0.3,16
78,6.059036955782725,0.0024659711726882933,0.3,17
143,11.108234418934995,0.0003269765040248964,0.3,18
117,9.088555433674086,0.0006382886646113645,0.3,19
106,8.23407586298678,0.0008870548064937096,0.3,20
112,8.70015562881622,0.0007383176694519603,0.3,21
57,4.427757775379683,0.007015422297439552,0.3,22
183,14.21543285779793,0.00014370317774376262,0.3,23
94,7.301916331327899,0.00132396699571758,0.3,24
166,12.894873521281182,0.00019888851763530345,0.3,25
93,7.2242363703563255,0.0013720191586281086,0.3,26
174,13.51631320905377,0.00017000923379200677,0.3,27
169,13.127913404195903,0.00018736177364325244,0.3,28
153,11.885034028650729,0.00026101486108874345,0.3,29
215,16.70119160888828,8.397985838455478e-05,0.3,30
50,3.8839980485786696,0.01085767046637962,0.3,31
94,7.301916331327899,0.00132396699571758,0.3,32
64,4.9715175021806965,0.0047683715820312465,0.3,33
149,11.574314184764434,0.0002851121836221387,0.3,34
56,4.35007781440811,0.007441775786014798,0.3,35
57,4.427757775379683,0.007015422297439552,0.3,36
128,9.943035004361393,0.00047308237909322924,0.3,37
108,8.389435784929926,0.0008334716254554429,0.3,38
139,10.797514575048702,0.0003594076665373596,0.3,39
28,2.175038907204055,0.07500839969118409,0.3,40
91,7.068876448413178,0.001475135891446316,0.3,41
109,8.4671157459015,0.0008082548969411847,0.3,42
133,10.33143480921926,0.0004163557190060171,0.3,43
121,9.39927527756038,0.000570626719129553,0.3,44
111,8.622475667844647,0.0007607233409183191,0.3,45
75,5.825997072868004,0.002810384833177332,0.3,46
203,15.769032077229397,0.0001016989677014271,0.3,47
153,11.885034028650729,0.00026101486108874345,0.3,48
133,10.33143480921926,0.0004163557190060171,0.3,49
25,1.9419990242893348,0.10943846058730855,0.3,50
93,7.2242363703563255,0.0013720191586281086,0.3,51
113,8.777835589787793,0.0007167623632623165,0.3,52
130,10.098394926304541,0.0004492542179673577,0.3,53
141,10.952874496991848,0.0003426938380487363,0.3,54
24,1.8643190633177613,0.12539085545982248,0.3,55
54,4.194717892464963,0.008400867563211267,0.3,56
170,13.205593365167477,0.00018371315957440575,0.3,57
149,11.574314184764434,0.0002851121836221387,0.3,58
100,7.767996097157339,0.001077217345015941,0.3,59
93,7.2242363703563255,0.0013720191586281086,0.3,60
158,12.273433833508596,0.00023448391027297878,0.3,61
58,4.505437736351257,0.006620285098389965,0.3,62
184,14.293112818769504,0.0001411163260016203,0.3,63
124,9.6323151604751,0.0005258934000499279,0.3,64
219,17.011911452774573,7.897499762843546e-05,0.3,65
2,0.15535992194314677,496.0628287400623,0.3,66
137,10.642154653105555,0.00037719689912476997,0.3,67
40,3.1071984388629357,0.022843888579788002,0.3,68
133,10.33143480921926,0.0004163557190060171,0.3,69
77,5.981356994811151,0.002574349972076794,0.3,70
53,4.11703793149339,0.008940952184894786,0.3,71
119,9.243915355617233,0.0006032261124789285,0.3,72
150,11.651994145736008,0.000278825490038823,0.3,73
128,9.943035004361393,0.00047308237909322924,0.3,74
147,11.418954262821288,0.0002982489260454478,0.3,75
47,3.6509581656639494,0.013344751098165238,0.3,76
128,9.943035004361393,0.00047308237909322924,0.3,77
