K,normalized_K,inverse_K,alpha,thetas,weights,seed
81,6.292076838697445,0.002174469271128354,0.3,[3],[1],505
195,15.147592389456811,0.00011628435807901239,0.3,[10],[1],505
17,1.3205593365167476,0.395798004002463,0.3,"[0, 3, 10]","[1, 1, 1]",505
22,1.7089591413746146,0.16758214113063669,0.3,[0],[1],506
90,6.991196487441605,0.0015304822818522383,0.3,[3],[1],506
146,11.341274301849715,0.0003051128404942392,0.3,[10],[1],506
142,11.03055445796342,0.0003347152679650876,0.3,"[0, 3, 10]","[1, 1, 1]",506
4,0.31071984388629353,49.21566601151847,0.3,[0],[1],507
101,7.8456760581289124,0.0010420744753700934,0.3,[3],[1],507
204,15.846712038200971,0.00010004670262678558,0.3,[10],[1],507
204,15.846712038200971,0.00010004670262678558,0.3,"[0, 3, 10]","[1, 1, 1]",507
14,1.0875194536020274,0.7560372935188074,0.3,[0],[1],508
68,5.2822373460669905,0.003895892474602174,0.3,[3],[1],508
196,15.225272350428384,0.00011431847783824869,0.3,[10],[1],508
10,0.7767996097157339,2.3207944168063888,0.3,"[0, 3, 10]","[1, 1, 1]",508
14,1.0875194536020274,0.7560372935188074,0.3,[0],[1],509
84,6.525116721612164,0.001926219244328931,0.3,[3],[1],509
188,14.603832662655797,0.00013135416261082894,0.3,[10],[1],509
198,15.380632272371532,0.00011051452722307095,0.3,"[0, 3, 10]","[1, 1, 1]",509
1,0.07767996097157338,5000.0,0.3,[0],[1],510
113,8.777835589787793,0.0007167623632623165,0.3,[3],[1],510
187,14.526152701684223,0.00013371023411375455,0.3,[10],[1],510
182,14.137752896826356,0.0001463520166173706,0.3,"[0, 3, 10]","[1, 1, 1]",510
19,1.4759192584598944,0.27318572443819455,0.3,[0],[1],511
119,9.243915355617233,0.0006032261124789285,0.3,[3],[1],511
195,15.147592389456811,0.00011628435807901239,0.3,[10],[1],511
8,0.6214396877725871,4.882812499999998,0.3,"[0, 3, 10]","[1, 1, 1]",511
9,0.6991196487441605,3.2973241205016186,0.3,[0],[1],512
113,8.777835589787793,0.0007167623632623165,0.3,[3],[1],512
198,15.380632272371532,0.00011051452722307095,0.3,[10],[1],512
41,3.184878399834509,0.021038938071678188,0.3,"[0, 3, 10]","[1, 1, 1]",512
37,2.8741585559482155,0.029623128612181075,0.3,[0],[1],513
129,10.020714965332967,0.0004609682037037756,0.3,[3],[1],513
270,20.973589462324814,3.930285723393093e-05,0.3,[10],[1],513
248,19.2646303209502,5.21752335288993e-05,0.3,"[0, 3, 10]","[1, 1, 1]",513
9,0.6991196487441605,3.2973241205016186,0.3,[0],[1],514
82,6.369756799669018,0.0020873270267047347,0.3,[3],[1],514
170,13.205593365167477,0.00018371315957440575,0.3,[10],[1],514
18,1.398239297488321,0.32713598609777417,0.3,"[0, 3, 10]","[1, 1, 1]",514
23,1.786639102346188,0.14450311782565922,0.3,[0],[1],515
96,7.457276253271045,0.001234238892641842,0.3,[3],[1],515
174,13.51631320905377,0.00017000923379200677,0.3,[10],[1],515
105,8.156395902015205,0.0009155294961220824,0.3,"[0, 3, 10]","[1, 1, 1]",515
33,2.563438712061922,0.04337673621641649,0.3,[0],[1],516
103,8.001035980072059,0.0009761410768775173,0.3,[3],[1],516
175,13.593993170025342,0.00016679249634454896,0.3,[10],[1],516
97,7.5349562142426185,0.0011923329801384107,0.3,"[0, 3, 10]","[1, 1, 1]",516
11,0.8544795706873073,1.689122137575541,0.3,[0],[1],517
78,6.059036955782725,0.0024659711726882933,0.3,[3],[1],517
197,15.302952311399958,0.00011239558457947303,0.3,[10],[1],517
9,0.6991196487441605,3.2973241205016186,0.3,"[0, 3, 10]","[1, 1, 1]",517
6,0.46607976582944033,12.738916855303339,0.3,[0],[1],518
109,8.4671157459015,0.0008082548969411847,0.3,[3],[1],518
223,17.322631296660866,7.435105366646763e-05,0.3,[10],[1],518
132,10.253754848247688,0.0004269629924593782,0.3,"[0, 3, 10]","[1, 1, 1]",518
7,0.5437597268010137,7.620378404879155,0.3,[0],[1],519
66,5.126877424123844,0.004303517293805413,0.3,[3],[1],519
181,14.060072935854784,0.0001490646809113953,0.3,[10],[1],519
145,11.263594340878141,0.0003121835370553369,0.3,"[0, 3, 10]","[1, 1, 1]",519
9,0.6991196487441605,3.2973241205016186,0.3,[0],[1],520
84,6.525116721612164,0.001926219244328931,0.3,[3],[1],520
229,17.788711062490307,6.805369805785247e-05,0.3,[10],[1],520
214,16.623511647916704,8.529510205625551e-05,0.3,"[0, 3, 10]","[1, 1, 1]",520
16,1.2428793755451741,0.48443635619146697,0.3,[0],[1],521
93,7.2242363703563255,0.0013720191586281086,0.3,[3],[1],521
172,13.360953287110624,0.0001766885939137205,0.3,[10],[1],521
10,0.7767996097157339,2.3207944168063888,0.3,"[0, 3, 10]","[1, 1, 1]",521
17,1.3205593365167476,0.395798004002463,0.3,[0],[1],522
76,5.903677033839577,0.002689003474612981,0.3,[3],[1],522
157,12.195753872537022,0.0002394994367050882,0.3,[10],[1],522
80,6.214396877725871,0.002266400797662488,0.3,"[0, 3, 10]","[1, 1, 1]",522
12,0.9321595316588807,1.2638606260652467,0.3,[0],[1],523
41,3.184878399834509,0.021038938071678188,0.3,[3],[1],523
141,10.952874496991848,0.0003426938380487363,0.3,[10],[1],523
12,0.9321595316588807,1.2638606260652467,0.3,"[0, 3, 10]","[1, 1, 1]",523
1,0.07767996097157338,5000.0,0.3,[0],[1],524
99,7.690316136185766,0.0011139166333402168,0.3,[3],[1],524
193,14.992232467513665,0.00012034987429069696,0.3,[10],[1],524
98,7.612636175214192,0.0011522580529628008,0.3,"[0, 3, 10]","[1, 1, 1]",524
11,0.8544795706873073,1.689122137575541,0.3,[0],[1],525
114,8.855515550759366,0.0006960180459347941,0.3,[3],[1],525
190,14.759192584598944,0.00012680158080547412,0.3,[10],[1],525
2,0.15535992194314677,496.0628287400623,0.3,"[0, 3, 10]","[1, 1, 1]",525
3,0.23303988291472016,128.40023599085825,0.3,[0],[1],526
104,8.078715941043633,0.0009452039763984577,0.3,[3],[1],526
148,11.496634223792862,0.0002915844007986721,0.3,[10],[1],526
149,11.574314184764434,0.0002851121836221387,0.3,"[0, 3, 10]","[1, 1, 1]",526
11,0.8544795706873073,1.689122137575541,0.3,[0],[1],527
82,6.369756799669018,0.0020873270267047347,0.3,[3],[1],527
179,13.904713013911637,0.0001546891670991137,0.3,[10],[1],527
179,13.904713013911637,0.0001546891670991137,0.3,"[0, 3, 10]","[1, 1, 1]",527
5,0.38839980485786696,23.39214190570292,0.3,[0],[1],528
84,6.525116721612164,0.001926219244328931,0.3,[3],[1],528
211,16.390471765001987,8.940500257186505e-05,0.3,[10],[1],528
1,0.07767996097157338,5000.0,0.3,"[0, 3, 10]","[1, 1, 1]",528
25,1.9419990242893348,0.10943846058730855,0.3,[0],[1],529
105,8.156395902015205,0.0009155294961220824,0.3,[3],[1],529
182,14.137752896826356,0.0001463520166173706,0.3,[10],[1],529
92,7.146556409384752,0.0014223634369061493,0.3,"[0, 3, 10]","[1, 1, 1]",529
22,1.7089591413746146,0.16758214113063669,0.3,[0],[1],530
54,4.194717892464963,0.008400867563211267,0.3,[3],[1],530
167,12.972553482252756,0.00019494634652100366,0.3,[10],[1],530
95,7.379596292299472,0.0012780798465341003,0.3,"[0, 3, 10]","[1, 1, 1]",530
55,4.272397853436536,0.007902436947646262,0.3,[0],[1],531
114,8.855515550759366,0.0006960180459347941,0.3,[3],[1],531
168,13.050233443224329,0.00019110515342307097,0.3,[10],[1],531
142,11.03055445796342,0.0003347152679650876,0.3,"[0, 3, 10]","[1, 1, 1]",531
4,0.31071984388629353,49.21566601151847,0.3,[0],[1],532
61,4.738477619265977,0.005595907851524272,0.3,[3],[1],532
201,15.61367215528625,0.00010511139814905834,0.3,[10],[1],532
188,14.603832662655797,0.00013135416261082894,0.3,"[0, 3, 10]","[1, 1, 1]",532
8,0.6214396877725871,4.882812499999998,0.3,[0],[1],533
86,6.680476643555312,0.001780909429985789,0.3,[3],[1],533
198,15.380632272371532,0.00011051452722307095,0.3,[10],[1],533
173,13.438633248082196,0.00017330708886589412,0.3,"[0, 3, 10]","[1, 1, 1]",533
15,1.1651994145736009,0.60071130820478,0.3,[0],[1],534
52,4.0393579705218166,0.00952705909047003,0.3,[3],[1],534
143,11.108234418934995,0.0003269765040248964,0.3,[10],[1],534
16,1.2428793755451741,0.48443635619146697,0.3,"[0, 3, 10]","[1, 1, 1]",534
6,0.46607976582944033,12.738916855303339,0.3,[0],[1],535
46,3.573278204692376,0.014336525078071007,0.3,[3],[1],535
185,14.370792779741077,0.00013858968563740565,0.3,[10],[1],535
1,0.07767996097157338,5000.0,0.3,"[0, 3, 10]","[1, 1, 1]",535
13,1.0098394926304541,0.9678888718320209,0.3,[0],[1],536
80,6.214396877725871,0.002266400797662488,0.3,[3],[1],536
235,18.254790828319745,6.243246227691323e-05,0.3,[10],[1],536
235,18.254790828319745,6.243246227691323e-05,0.3,"[0, 3, 10]","[1, 1, 1]",536
6,0.46607976582944033,12.738916855303339,0.3,[0],[1],537
84,6.525116721612164,0.001926219244328931,0.3,[3],[1],537
202,15.691352116257825,0.00010338688240198098,0.3,[10],[1],537
6,0.46607976582944033,12.738916855303339,0.3,"[0, 3, 10]","[1, 1, 1]",537
6,0.46607976582944033,12.738916855303339,0.3,[0],[1],538
65,5.049197463152271,0.004528198767769069,0.3,[3],[1],538
174,13.51631320905377,0.00017000923379200677,0.3,[10],[1],538
68,5.2822373460669905,0.003895892474602174,0.3,"[0, 3, 10]","[1, 1, 1]",538
31,2.408078790118775,0.053427439133592894,0.3,[0],[1],539
92,7.146556409384752,0.0014223634369061493,0.3,[3],[1],539
242,18.79855055512076,5.661334088921341e-05,0.3,[10],[1],539
193,14.992232467513665,0.00012034987429069696,0.3,"[0, 3, 10]","[1, 1, 1]",539
19,1.4759192584598944,0.27318572443819455,0.3,[0],[1],540
69,5.359917307038564,0.003710846886045888,0.3,[3],[1],540
144,11.185914379906569,0.0003194687364236075,0.3,[10],[1],540
77,5.981356994811151,0.002574349972076794,0.3,"[0, 3, 10]","[1, 1, 1]",540
19,1.4759192584598944,0.27318572443819455,0.3,[0],[1],541
76,5.903677033839577,0.002689003474612981,0.3,[3],[1],541
156,12.11807391156545,0.00024465532710304065,0.3,[10],[1],541
13,1.0098394926304541,0.9678888718320209,0.3,"[0, 3, 10]","[1, 1, 1]",541
13,1.0098394926304541,0.9678888718320209,0.3,[0],[1],542
82,6.369756799669018,0.0020873270267047347,0.3,[3],[1],542
137,10.642154653105555,0.00037719689912476997,0.3,[10],[1],542
9,0.6991196487441605,3.2973241205016186,0.3,"[0, 3, 10]","[1, 1, 1]",542
6,0.46607976582944033,12.738916855303339,0.3,[0],[1],543
94,7.301916331327899,0.00132396699571758,0.3,[3],[1],543
226,17.555671179575587,7.111183309086336e-05,0.3,[10],[1],543
225,17.477991218604014,7.217081516101964e-05,0.3,"[0, 3, 10]","[1, 1, 1]",543
8,0.6214396877725871,4.882812499999998,0.3,[0],[1],544
83,6.447436760640591,0.002004670639608852,0.3,[3],[1],544
166,12.894873521281182,0.00019888851763530345,0.3,[10],[1],544
8,0.6214396877725871,4.882812499999998,0.3,"[0, 3, 10]","[1, 1, 1]",544
14,1.0875194536020274,0.7560372935188074,0.3,[0],[1],545
56,4.35007781440811,0.007441775786014798,0.3,[3],[1],545
142,11.03055445796342,0.0003347152679650876,0.3,[10],[1],545
98,7.612636175214192,0.0011522580529628008,0.3,"[0, 3, 10]","[1, 1, 1]",545
22,1.7089591413746146,0.16758214113063669,0.3,[0],[1],546
103,8.001035980072059,0.0009761410768775173,0.3,[3],[1],546
183,14.21543285779793,0.00014370317774376262,0.3,[10],[1],546
33,2.563438712061922,0.04337673621641649,0.3,"[0, 3, 10]","[1, 1, 1]",546
21,1.631279180403041,0.1956916771052247,0.3,[0],[1],547
52,4.0393579705218166,0.00952705909047003,0.3,[3],[1],547
181,14.060072935854784,0.0001490646809113953,0.3,[10],[1],547
52,4.0393579705218166,0.00952705909047003,0.3,"[0, 3, 10]","[1, 1, 1]",547
1,0.07767996097157338,5000.0,0.3,[0],[1],548
46,3.573278204692376,0.014336525078071007,0.3,[3],[1],548
178,13.827033052940063,0.00015760500193297996,0.3,[10],[1],548
178,13.827033052940063,0.00015760500193297996,0.3,"[0, 3, 10]","[1, 1, 1]",548
7,0.5437597268010137,7.620378404879155,0.3,[0],[1],549
116,9.010875472702514,0.0006568154705946015,0.3,[3],[1],549
271,21.05126942329639,3.882150503039164e-05,0.3,[10],[1],549
271,21.05126942329639,3.882150503039164e-05,0.3,"[0, 3, 10]","[1, 1, 1]",549
39,3.0295184778913624,0.02485543191123141,0.3,[0],[1],550
80,6.214396877725871,0.002266400797662488,0.3,[3],[1],550
176,13.671673130996917,0.00016365443469788736,0.3,[10],[1],550
82,6.369756799669018,0.0020873270267047347,0.3,"[0, 3, 10]","[1, 1, 1]",550
13,1.0098394926304541,0.9678888718320209,0.3,[0],[1],551
79,6.136716916754298,0.0023634497153166936,0.3,[3],[1],551
209,16.23511184305884,9.228881096363318e-05,0.3,[10],[1],551
8,0.6214396877725871,4.882812499999998,0.3,"[0, 3, 10]","[1, 1, 1]",551
7,0.5437597268010137,7.620378404879155,0.3,[0],[1],552
43,3.340238321777656,0.017950442230363003,0.3,[3],[1],552
189,14.68151262362737,0.00012905177742009435,0.3,[10],[1],552
189,14.68151262362737,0.00012905177742009435,0.3,"[0, 3, 10]","[1, 1, 1]",552
7,0.5437597268010137,7.620378404879155,0.3,[0],[1],553
107,8.311755823958352,0.0008597207562688625,0.3,[3],[1],553
200,15.535992194314678,0.00010687349666729347,0.3,[10],[1],553
1,0.07767996097157338,5000.0,0.3,"[0, 3, 10]","[1, 1, 1]",553
12,0.9321595316588807,1.2638606260652467,0.3,[0],[1],554
71,5.51527722898171,0.003373718494643336,0.3,[3],[1],554
165,12.81719356030961,0.00020293495379613153,0.3,[10],[1],554
3,0.23303988291472016,128.40023599085825,0.3,"[0, 3, 10]","[1, 1, 1]",554
4,0.31071984388629353,49.21566601151847,0.3,[0],[1],555
122,9.476955238531954,0.0005551843756391709,0.3,[3],[1],555
234,18.177110867348173,6.332625610396606e-05,0.3,[10],[1],555
230,17.86639102346188,6.707240581218112e-05,0.3,"[0, 3, 10]","[1, 1, 1]",555
15,1.1651994145736009,0.60071130820478,0.3,[0],[1],556
84,6.525116721612164,0.001926219244328931,0.3,[3],[1],556
172,13.360953287110624,0.0001766885939137205,0.3,[10],[1],556
2,0.15535992194314677,496.0628287400623,0.3,"[0, 3, 10]","[1, 1, 1]",556
26,2.0196789852609083,0.09602673833340399,0.3,[0],[1],557
108,8.389435784929926,0.0008334716254554429,0.3,[3],[1],557
245,19.03159043803548,5.433542350946561e-05,0.3,[10],[1],557
14,1.0875194536020274,0.7560372935188074,0.3,"[0, 3, 10]","[1, 1, 1]",557
16,1.2428793755451741,0.48443635619146697,0.3,[0],[1],558
112,8.70015562881622,0.0007383176694519603,0.3,[3],[1],558
201,15.61367215528625,0.00010511139814905834,0.3,[10],[1],558
153,11.885034028650729,0.00026101486108874345,0.3,"[0, 3, 10]","[1, 1, 1]",558
47,3.6509581656639494,0.013344751098165238,0.3,[0],[1],559
108,8.389435784929926,0.0008334716254554429,0.3,[3],[1],559
234,18.177110867348173,6.332625610396606e-05,0.3,[10],[1],559
110,8.544795706873073,0.0007840210452378777,0.3,"[0, 3, 10]","[1, 1, 1]",559
4,0.31071984388629353,49.21566601151847,0.3,[0],[1],560
85,6.6027966825837385,0.0018517126151239174,0.3,[3],[1],560
148,11.496634223792862,0.0002915844007986721,0.3,[10],[1],560
105,8.156395902015205,0.0009155294961220824,0.3,"[0, 3, 10]","[1, 1, 1]",560
2,0.15535992194314677,496.0628287400623,0.3,[0],[1],561
117,9.088555433674086,0.0006382886646113645,0.3,[3],[1],561
198,15.380632272371532,0.00011051452722307095,0.3,[10],[1],561
78,6.059036955782725,0.0024659711726882933,0.3,"[0, 3, 10]","[1, 1, 1]",561
14,1.0875194536020274,0.7560372935188074,0.3,[0],[1],562
91,7.068876448413178,0.001475135891446316,0.3,[3],[1],562
188,14.603832662655797,0.00013135416261082894,0.3,[10],[1],562
61,4.738477619265977,0.005595907851524272,0.3,"[0, 3, 10]","[1, 1, 1]",562
9,0.6991196487441605,3.2973241205016186,0.3,[0],[1],563
76,5.903677033839577,0.002689003474612981,0.3,[3],[1],563
163,12.661833638366463,0.00021135441437515178,0.3,[10],[1],563
77,5.981356994811151,0.002574349972076794,0.3,"[0, 3, 10]","[1, 1, 1]",563
11,0.8544795706873073,1.689122137575541,0.3,[0],[1],564
98,7.612636175214192,0.0011522580529628008,0.3,[3],[1],564
221,17.167271374717718,7.661769671346192e-05,0.3,[10],[1],564
221,17.167271374717718,7.661769671346192e-05,0.3,"[0, 3, 10]","[1, 1, 1]",564
25,1.9419990242893348,0.10943846058730855,0.3,[0],[1],565
72,5.592957189953284,0.0032200430864273606,0.3,[3],[1],565
193,14.992232467513665,0.00012034987429069696,0.3,[10],[1],565
38,2.9518385169197887,0.02710345664724279,0.3,"[0, 3, 10]","[1, 1, 1]",565
23,1.786639102346188,0.14450311782565922,0.3,[0],[1],566
89,6.913516526470032,0.001588558876032669,0.3,[3],[1],566
168,13.050233443224329,0.00019110515342307097,0.3,[10],[1],566
16,1.2428793755451741,0.48443635619146697,0.3,"[0, 3, 10]","[1, 1, 1]",566
17,1.3205593365167476,0.395798004002463,0.3,[0],[1],567
74,5.748317111896431,0.002938986595097844,0.3,[3],[1],567
176,13.671673130996917,0.00016365443469788736,0.3,[10],[1],567
58,4.505437736351257,0.006620285098389965,0.3,"[0, 3, 10]","[1, 1, 1]",567
7,0.5437597268010137,7.620378404879155,0.3,[0],[1],568
85,6.6027966825837385,0.0018517126151239174,0.3,[3],[1],568
170,13.205593365167477,0.00018371315957440575,0.3,[10],[1],568
5,0.38839980485786696,23.39214190570292,0.3,"[0, 3, 10]","[1, 1, 1]",568
8,0.6214396877725871,4.882812499999998,0.3,[0],[1],569
69,5.359917307038564,0.003710846886045888,0.3,[3],[1],569
168,13.050233443224329,0.00019110515342307097,0.3,[10],[1],569
7,0.5437597268010137,7.620378404879155,0.3,"[0, 3, 10]","[1, 1, 1]",569
23,1.786639102346188,0.14450311782565922,0.3,[0],[1],570
114,8.855515550759366,0.0006960180459347941,0.3,[3],[1],570
215,16.70119160888828,8.397985838455478e-05,0.3,[10],[1],570
13,1.0098394926304541,0.9678888718320209,0.3,"[0, 3, 10]","[1, 1, 1]",570
4,0.31071984388629353,49.21566601151847,0.3,[0],[1],571
108,8.389435784929926,0.0008334716254554429,0.3,[3],[1],571
207,16.07975192111569,9.529472317884671e-05,0.3,[10],[1],571
4,0.31071984388629353,49.21566601151847,0.3,"[0, 3, 10]","[1, 1, 1]",571
7,0.5437597268010137,7.620378404879155,0.3,[0],[1],572
108,8.389435784929926,0.0008334716254554429,0.3,[3],[1],572
172,13.360953287110624,0.0001766885939137205,0.3,[10],[1],572
193,14.992232467513665,0.00012034987429069696,0.3,"[0, 3, 10]","[1, 1, 1]",572
28,2.175038907204055,0.07500839969118409,0.3,[0],[1],573
89,6.913516526470032,0.001588558876032669,0.3,[3],[1],573
172,13.360953287110624,0.0001766885939137205,0.3,[10],[1],573
170,13.205593365167477,0.00018371315957440575,0.3,"[0, 3, 10]","[1, 1, 1]",573
11,0.8544795706873073,1.689122137575541,0.3,[0],[1],574
104,8.078715941043633,0.0009452039763984577,0.3,[3],[1],574
162,12.58415367739489,0.00021573467552885457,0.3,[10],[1],574
99,7.690316136185766,0.0011139166333402168,0.3,"[0, 3, 10]","[1, 1, 1]",574
13,1.0098394926304541,0.9678888718320209,0.3,[0],[1],575
111,8.622475667844647,0.0007607233409183191,0.3,[3],[1],575
166,12.894873521281182,0.00019888851763530345,0.3,[10],[1],575
175,13.593993170025342,0.00016679249634454896,0.3,"[0, 3, 10]","[1, 1, 1]",575
18,1.398239297488321,0.32713598609777417,0.3,[0],[1],576
73,5.670637150924858,0.0030753447226552714,0.3,[3],[1],576
193,14.992232467513665,0.00012034987429069696,0.3,[10],[1],576
203,15.769032077229397,0.0001016989677014271,0.3,"[0, 3, 10]","[1, 1, 1]",576
3,0.23303988291472016,128.40023599085825,0.3,[0],[1],577
82,6.369756799669018,0.0020873270267047347,0.3,[3],[1],577
169,13.127913404195903,0.00018736177364325244,0.3,[10],[1],577
152,11.807354067679155,0.00026678293402167426,0.3,"[0, 3, 10]","[1, 1, 1]",577
3,0.23303988291472016,128.40023599085825,0.3,[0],[1],578
70,5.437597268010137,0.0035370663311991035,0.3,[3],[1],578
134,10.409114770190834,0.00040608848649123334,0.3,[10],[1],578
109,8.4671157459015,0.0008082548969411847,0.3,"[0, 3, 10]","[1, 1, 1]",578
7,0.5437597268010137,7.620378404879155,0.3,[0],[1],579
93,7.2242363703563255,0.0013720191586281086,0.3,[3],[1],579
252,19.575350164836493,4.946540110839348e-05,0.3,[10],[1],579
7,0.5437597268010137,7.620378404879155,0.3,"[0, 3, 10]","[1, 1, 1]",579
2,0.15535992194314677,496.0628287400623,0.3,[0],[1],580
47,3.6509581656639494,0.013344751098165238,0.3,[3],[1],580
204,15.846712038200971,0.00010004670262678558,0.3,[10],[1],580
51,3.961678009550243,0.010164111423725381,0.3,"[0, 3, 10]","[1, 1, 1]",580
8,0.6214396877725871,4.882812499999998,0.3,[0],[1],581
74,5.748317111896431,0.002938986595097844,0.3,[3],[1],581
199,15.458312233343104,0.00010867419110861507,0.3,[10],[1],581
192,14.91455250654209,0.00012245200728498286,0.3,"[0, 3, 10]","[1, 1, 1]",581
4,0.31071984388629353,49.21566601151847,0.3,[0],[1],582
103,8.001035980072059,0.0009761410768775173,0.3,[3],[1],582
186,14.448472740712651,0.00013612154098292396,0.3,[10],[1],582
151,11.729674106707582,0.0002727178179308604,0.3,"[0, 3, 10]","[1, 1, 1]",582
5,0.38839980485786696,23.39214190570292,0.3,[0],[1],583
90,6.991196487441605,0.0015304822818522383,0.3,[3],[1],583
169,13.127913404195903,0.00018736177364325244,0.3,[10],[1],583
87,6.758156604526885,0.001713585698648385,0.3,"[0, 3, 10]","[1, 1, 1]",583
6,0.46607976582944033,12.738916855303339,0.3,[0],[1],584
65,5.049197463152271,0.004528198767769069,0.3,[3],[1],584
159,12.351113794480169,0.00022960407410469407,0.3,[10],[1],584
2,0.15535992194314677,496.0628287400623,0.3,"[0, 3, 10]","[1, 1, 1]",584
35,2.7187986340050685,0.035651394604417457,0.3,[0],[1],585
95,7.379596292299472,0.0012780798465341003,0.3,[3],[1],585
145,11.263594340878141,0.0003121835370553369,0.3,[10],[1],585
94,7.301916331327899,0.00132396699571758,0.3,"[0, 3, 10]","[1, 1, 1]",585
7,0.5437597268010137,7.620378404879155,0.3,[0],[1],586
93,7.2242363703563255,0.0013720191586281086,0.3,[3],[1],586
215,16.70119160888828,8.397985838455478e-05,0.3,[10],[1],586
215,16.70119160888828,8.397985838455478e-05,0.3,"[0, 3, 10]","[1, 1, 1]",586
5,0.38839980485786696,23.39214190570292,0.3,[0],[1],587
44,3.417918282749229,0.016626254195115996,0.3,[3],[1],587
124,9.6323151604751,0.0005258934000499279,0.3,[10],[1],587
58,4.505437736351257,0.006620285098389965,0.3,"[0, 3, 10]","[1, 1, 1]",587
16,1.2428793755451741,0.48443635619146697,0.3,[0],[1],588
71,5.51527722898171,0.003373718494643336,0.3,[3],[1],588
180,13.98239297488321,0.00015184307401443334,0.3,[10],[1],588
99,7.690316136185766,0.0011139166333402168,0.3,"[0, 3, 10]","[1, 1, 1]",588
7,0.5437597268010137,7.620378404879155,0.3,[0],[1],589
94,7.301916331327899,0.00132396699571758,0.3,[3],[1],589
166,12.894873521281182,0.00019888851763530345,0.3,[10],[1],589
81,6.292076838697445,0.002174469271128354,0.3,"[0, 3, 10]","[1, 1, 1]",589
8,0.6214396877725871,4.882812499999998,0.3,[0],[1],590
70,5.437597268010137,0.0035370663311991035,0.3,[3],[1],590
154,11.962713989622301,0.000255407865863063,0.3,[10],[1],590
7,0.5437597268010137,7.620378404879155,0.3,"[0, 3, 10]","[1, 1, 1]",590
46,3.573278204692376,0.014336525078071007,0.3,[0],[1],591
93,7.2242363703563255,0.0013720191586281086,0.3,[3],[1],591
168,13.050233443224329,0.00019110515342307097,0.3,[10],[1],591
93,7.2242363703563255,0.0013720191586281086,0.3,"[0, 3, 10]","[1, 1, 1]",591
9,0.6991196487441605,3.2973241205016186,0.3,[0],[1],592
70,5.437597268010137,0.0035370663311991035,0.3,[3],[1],592
191,14.836872545570518,0.0001246021243905935,0.3,[10],[1],592
190,14.759192584598944,0.00012680158080547412,0.3,"[0, 3, 10]","[1, 1, 1]",592
22,1.7089591413746146,0.16758214113063669,0.3,[0],[1],593
109,8.4671157459015,0.0008082548969411847,0.3,[3],[1],593
205,15.924391999172546,9.84291649835984e-05,0.3,[10],[1],593
211,16.390471765001987,8.940500257186505e-05,0.3,"[0, 3, 10]","[1, 1, 1]",593
2,0.15535992194314677,496.0628287400623,0.3,[0],[1],594
93,7.2242363703563255,0.0013720191586281086,0.3,[3],[1],594
224,17.40031125763244,7.325039032342193e-05,0.3,[10],[1],594
224,17.40031125763244,7.325039032342193e-05,0.3,"[0, 3, 10]","[1, 1, 1]",594
41,3.184878399834509,0.021038938071678188,0.3,[0],[1],595
95,7.379596292299472,0.0012780798465341003,0.3,[3],[1],595
164,12.739513599338036,0.00020708906987454686,0.3,[10],[1],595
126,9.787675082418247,0.0004985800007836652,0.3,"[0, 3, 10]","[1, 1, 1]",595
13,1.0098394926304541,0.9678888718320209,0.3,[0],[1],596
114,8.855515550759366,0.0006960180459347941,0.3,[3],[1],596
188,14.603832662655797,0.00013135416261082894,0.3,[10],[1],596
144,11.185914379906569,0.0003194687364236075,0.3,"[0, 3, 10]","[1, 1, 1]",596
6,0.46607976582944033,12.738916855303339,0.3,[0],[1],597
100,7.767996097157339,0.001077217345015941,0.3,[3],[1],597
188,14.603832662655797,0.00013135416261082894,0.3,[10],[1],597
3,0.23303988291472016,128.40023599085825,0.3,"[0, 3, 10]","[1, 1, 1]",597
25,1.9419990242893348,0.10943846058730855,0.3,[0],[1],598
91,7.068876448413178,0.001475135891446316,0.3,[3],[1],598
199,15.458312233343104,0.00010867419110861507,0.3,[10],[1],598
8,0.6214396877725871,4.882812499999998,0.3,"[0, 3, 10]","[1, 1, 1]",598
34,2.6411186730334952,0.03926813549502645,0.3,[0],[1],599
73,5.670637150924858,0.0030753447226552714,0.3,[3],[1],599
196,15.225272350428384,0.00011431847783824869,0.3,[10],[1],599
98,7.612636175214192,0.0011522580529628008,0.3,"[0, 3, 10]","[1, 1, 1]",599
8,0.6214396877725871,4.882812499999998,0.3,[0],[1],600
60,4.6607976582944035,0.005912881422789758,0.3,[3],[1],600
122,9.476955238531954,0.0005551843756391709,0.3,[10],[1],600
64,4.9715175021806965,0.0047683715820312465,0.3,"[0, 3, 10]","[1, 1, 1]",600
10,0.7767996097157339,2.3207944168063888,0.3,[0],[1],601
66,5.126877424123844,0.004303517293805413,0.3,[3],[1],601
157,12.195753872537022,0.0002394994367050882,0.3,[10],[1],601
7,0.5437597268010137,7.620378404879155,0.3,"[0, 3, 10]","[1, 1, 1]",601
24,1.8643190633177613,0.12539085545982248,0.3,[0],[1],602
72,5.592957189953284,0.0032200430864273606,0.3,[3],[1],602
179,13.904713013911637,0.0001546891670991137,0.3,[10],[1],602
65,5.049197463152271,0.004528198767769069,0.3,"[0, 3, 10]","[1, 1, 1]",602
1,0.07767996097157338,5000.0,0.3,[0],[1],603
74,5.748317111896431,0.002938986595097844,0.3,[3],[1],603
191,14.836872545570518,0.0001246021243905935,0.3,[10],[1],603
