K,normalized_K,inverse_K,alpha,thetas,weights,seed
155,12.040393950593876,0.0002499564475742621,0.3,[10],[1],215
49,3.806318087607096,0.011614033406709717,0.3,"[0, 3, 10]","[1, 1, 1]",215
36,2.796478594976642,0.03245600052926631,0.3,[0],[1],216
60,4.6607976582944035,0.005912881422789758,0.3,[3],[1],216
157,12.195753872537022,0.0002394994367050882,0.3,[10],[1],216
34,2.6411186730334952,0.03926813549502645,0.3,"[0, 3, 10]","[1, 1, 1]",216
43,3.340238321777656,0.017950442230363003,0.3,[0],[1],217
87,6.758156604526885,0.001713585698648385,0.3,[3],[1],217
160,12.428793755451743,0.00022485543814943748,0.3,[10],[1],217
168,13.050233443224329,0.00019110515342307097,0.3,"[0, 3, 10]","[1, 1, 1]",217
7,0.5437597268010137,7.620378404879155,0.3,[0],[1],218
41,3.184878399834509,0.021038938071678188,0.3,[3],[1],218
130,10.098394926304541,0.0004492542179673577,0.3,[10],[1],218
3,0.23303988291472016,128.40023599085825,0.3,"[0, 3, 10]","[1, 1, 1]",218
3,0.23303988291472016,128.40023599085825,0.3,[0],[1],219
56,4.35007781440811,0.007441775786014798,0.3,[3],[1],219
230,17.86639102346188,6.707240581218112e-05,0.3,[10],[1],219
3,0.23303988291472016,128.40023599085825,0.3,"[0, 3, 10]","[1, 1, 1]",219
49,3.806318087607096,0.011614033406709717,0.3,[0],[1],220
92,7.146556409384752,0.0014223634369061493,0.3,[3],[1],220
198,15.380632272371532,0.00011051452722307095,0.3,[10],[1],220
110,8.544795706873073,0.0007840210452378777,0.3,"[0, 3, 10]","[1, 1, 1]",220
6,0.46607976582944033,12.738916855303339,0.3,[0],[1],221
63,4.893837541209123,0.005025371504351538,0.3,[3],[1],221
202,15.691352116257825,0.00010338688240198098,0.3,[10],[1],221
19,1.4759192584598944,0.27318572443819455,0.3,"[0, 3, 10]","[1, 1, 1]",221
8,0.6214396877725871,4.882812499999998,0.3,[0],[1],222
73,5.670637150924858,0.0030753447226552714,0.3,[3],[1],222
221,17.167271374717718,7.661769671346192e-05,0.3,[10],[1],222
66,5.126877424123844,0.004303517293805413,0.3,"[0, 3, 10]","[1, 1, 1]",222
16,1.2428793755451741,0.48443635619146697,0.3,[0],[1],223
75,5.825997072868004,0.002810384833177332,0.3,[3],[1],223
156,12.11807391156545,0.00024465532710304065,0.3,[10],[1],223
4,0.31071984388629353,49.21566601151847,0.3,"[0, 3, 10]","[1, 1, 1]",223
1,0.07767996097157338,5000.0,0.3,[0],[1],224
46,3.573278204692376,0.014336525078071007,0.3,[3],[1],224
156,12.11807391156545,0.00024465532710304065,0.3,[10],[1],224
39,3.0295184778913624,0.02485543191123141,0.3,"[0, 3, 10]","[1, 1, 1]",224
11,0.8544795706873073,1.689122137575541,0.3,[0],[1],225
82,6.369756799669018,0.0020873270267047347,0.3,[3],[1],225
187,14.526152701684223,0.00013371023411375455,0.3,[10],[1],225
76,5.903677033839577,0.002689003474612981,0.3,"[0, 3, 10]","[1, 1, 1]",225
8,0.6214396877725871,4.882812499999998,0.3,[0],[1],226
74,5.748317111896431,0.002938986595097844,0.3,[3],[1],226
178,13.827033052940063,0.00015760500193297996,0.3,[10],[1],226
187,14.526152701684223,0.00013371023411375455,0.3,"[0, 3, 10]","[1, 1, 1]",226
11,0.8544795706873073,1.689122137575541,0.3,[0],[1],227
90,6.991196487441605,0.0015304822818522383,0.3,[3],[1],227
180,13.98239297488321,0.00015184307401443334,0.3,[10],[1],227
180,13.98239297488321,0.00015184307401443334,0.3,"[0, 3, 10]","[1, 1, 1]",227
7,0.5437597268010137,7.620378404879155,0.3,[0],[1],228
85,6.6027966825837385,0.0018517126151239174,0.3,[3],[1],228
223,17.322631296660866,7.435105366646763e-05,0.3,[10],[1],228
96,7.457276253271045,0.001234238892641842,0.3,"[0, 3, 10]","[1, 1, 1]",228
45,3.4955982437208024,0.015426294747174189,0.3,[0],[1],229
100,7.767996097157339,0.001077217345015941,0.3,[3],[1],229
209,16.23511184305884,9.228881096363318e-05,0.3,[10],[1],229
24,1.8643190633177613,0.12539085545982248,0.3,"[0, 3, 10]","[1, 1, 1]",229
60,4.6607976582944035,0.005912881422789758,0.3,[0],[1],230
97,7.5349562142426185,0.0011923329801384107,0.3,[3],[1],230
172,13.360953287110624,0.0001766885939137205,0.3,[10],[1],230
141,10.952874496991848,0.0003426938380487363,0.3,"[0, 3, 10]","[1, 1, 1]",230
16,1.2428793755451741,0.48443635619146697,0.3,[0],[1],231
90,6.991196487441605,0.0015304822818522383,0.3,[3],[1],231
185,14.370792779741077,0.00013858968563740565,0.3,[10],[1],231
17,1.3205593365167476,0.395798004002463,0.3,"[0, 3, 10]","[1, 1, 1]",231
1,0.07767996097157338,5000.0,0.3,[0],[1],232
101,7.8456760581289124,0.0010420744753700934,0.3,[3],[1],232
173,13.438633248082196,0.00017330708886589412,0.3,[10],[1],232
146,11.341274301849715,0.0003051128404942392,0.3,"[0, 3, 10]","[1, 1, 1]",232
2,0.15535992194314677,496.0628287400623,0.3,[0],[1],233
83,6.447436760640591,0.002004670639608852,0.3,[3],[1],233
218,16.934231491803,8.018904210393031e-05,0.3,[10],[1],233
97,7.5349562142426185,0.0011923329801384107,0.3,"[0, 3, 10]","[1, 1, 1]",233
27,2.0973589462324815,0.0846754390421514,0.3,[0],[1],234
121,9.39927527756038,0.000570626719129553,0.3,[3],[1],234
191,14.836872545570518,0.0001246021243905935,0.3,[10],[1],234
24,1.8643190633177613,0.12539085545982248,0.3,"[0, 3, 10]","[1, 1, 1]",234
10,0.7767996097157339,2.3207944168063888,0.3,[0],[1],235
128,9.943035004361393,0.00047308237909322924,0.3,[3],[1],235
179,13.904713013911637,0.0001546891670991137,0.3,[10],[1],235
176,13.671673130996917,0.00016365443469788736,0.3,"[0, 3, 10]","[1, 1, 1]",235
7,0.5437597268010137,7.620378404879155,0.3,[0],[1],236
36,2.796478594976642,0.03245600052926631,0.3,[3],[1],236
245,19.03159043803548,5.433542350946561e-05,0.3,[10],[1],236
7,0.5437597268010137,7.620378404879155,0.3,"[0, 3, 10]","[1, 1, 1]",236
7,0.5437597268010137,7.620378404879155,0.3,[0],[1],237
71,5.51527722898171,0.003373718494643336,0.3,[3],[1],237
185,14.370792779741077,0.00013858968563740565,0.3,[10],[1],237
93,7.2242363703563255,0.0013720191586281086,0.3,"[0, 3, 10]","[1, 1, 1]",237
15,1.1651994145736009,0.60071130820478,0.3,[0],[1],238
84,6.525116721612164,0.001926219244328931,0.3,[3],[1],238
165,12.81719356030961,0.00020293495379613153,0.3,[10],[1],238
85,6.6027966825837385,0.0018517126151239174,0.3,"[0, 3, 10]","[1, 1, 1]",238
3,0.23303988291472016,128.40023599085825,0.3,[0],[1],239
106,8.23407586298678,0.0008870548064937096,0.3,[3],[1],239
198,15.380632272371532,0.00011051452722307095,0.3,[10],[1],239
125,9.709995121446674,0.0005119999999999997,0.3,"[0, 3, 10]","[1, 1, 1]",239
16,1.2428793755451741,0.48443635619146697,0.3,[0],[1],240
118,9.16623539464566,0.000620435510556916,0.3,[3],[1],240
218,16.934231491803,8.018904210393031e-05,0.3,[10],[1],240
203,15.769032077229397,0.0001016989677014271,0.3,"[0, 3, 10]","[1, 1, 1]",240
2,0.15535992194314677,496.0628287400623,0.3,[0],[1],241
77,5.981356994811151,0.002574349972076794,0.3,[3],[1],241
213,16.54583168694513,8.663725017578549e-05,0.3,[10],[1],241
215,16.70119160888828,8.397985838455478e-05,0.3,"[0, 3, 10]","[1, 1, 1]",241
15,1.1651994145736009,0.60071130820478,0.3,[0],[1],242
109,8.4671157459015,0.0008082548969411847,0.3,[3],[1],242
208,16.157431882087266,9.37761116537148e-05,0.3,[10],[1],242
15,1.1651994145736009,0.60071130820478,0.3,"[0, 3, 10]","[1, 1, 1]",242
25,1.9419990242893348,0.10943846058730855,0.3,[0],[1],243
81,6.292076838697445,0.002174469271128354,0.3,[3],[1],243
182,14.137752896826356,0.0001463520166173706,0.3,[10],[1],243
20,1.5535992194314678,0.23025196866502406,0.3,"[0, 3, 10]","[1, 1, 1]",243
3,0.23303988291472016,128.40023599085825,0.3,[0],[1],244
78,6.059036955782725,0.0024659711726882933,0.3,[3],[1],244
234,18.177110867348173,6.332625610396606e-05,0.3,[10],[1],244
133,10.33143480921926,0.0004163557190060171,0.3,"[0, 3, 10]","[1, 1, 1]",244
3,0.23303988291472016,128.40023599085825,0.3,[0],[1],245
87,6.758156604526885,0.001713585698648385,0.3,[3],[1],245
175,13.593993170025342,0.00016679249634454896,0.3,[10],[1],245
177,13.74935309196849,0.00016059269382258178,0.3,"[0, 3, 10]","[1, 1, 1]",245
26,2.0196789852609083,0.09602673833340399,0.3,[0],[1],246
83,6.447436760640591,0.002004670639608852,0.3,[3],[1],246
171,13.28327332613905,0.00018015637571335347,0.3,[10],[1],246
83,6.447436760640591,0.002004670639608852,0.3,"[0, 3, 10]","[1, 1, 1]",246
11,0.8544795706873073,1.689122137575541,0.3,[0],[1],247
74,5.748317111896431,0.002938986595097844,0.3,[3],[1],247
212,16.46815172597356,8.800698331134763e-05,0.3,[10],[1],247
189,14.68151262362737,0.00012905177742009435,0.3,"[0, 3, 10]","[1, 1, 1]",247
2,0.15535992194314677,496.0628287400623,0.3,[0],[1],248
71,5.51527722898171,0.003373718494643336,0.3,[3],[1],248
196,15.225272350428384,0.00011431847783824869,0.3,[10],[1],248
75,5.825997072868004,0.002810384833177332,0.3,"[0, 3, 10]","[1, 1, 1]",248
27,2.0973589462324815,0.0846754390421514,0.3,[0],[1],249
41,3.184878399834509,0.021038938071678188,0.3,[3],[1],249
183,14.21543285779793,0.00014370317774376262,0.3,[10],[1],249
23,1.786639102346188,0.14450311782565922,0.3,"[0, 3, 10]","[1, 1, 1]",249
2,0.15535992194314677,496.0628287400623,0.3,[0],[1],250
91,7.068876448413178,0.001475135891446316,0.3,[3],[1],250
245,19.03159043803548,5.433542350946561e-05,0.3,[10],[1],250
245,19.03159043803548,5.433542350946561e-05,0.3,"[0, 3, 10]","[1, 1, 1]",250
28,2.175038907204055,0.07500839969118409,0.3,[0],[1],251
97,7.5349562142426185,0.0011923329801384107,0.3,[3],[1],251
220,17.089591413746145,7.778473949848838e-05,0.3,[10],[1],251
28,2.175038907204055,0.07500839969118409,0.3,"[0, 3, 10]","[1, 1, 1]",251
13,1.0098394926304541,0.9678888718320209,0.3,[0],[1],252
116,9.010875472702514,0.0006568154705946015,0.3,[3],[1],252
206,16.002071960144118,9.684546076904637e-05,0.3,[10],[1],252
212,16.46815172597356,8.800698331134763e-05,0.3,"[0, 3, 10]","[1, 1, 1]",252
1,0.07767996097157338,5000.0,0.3,[0],[1],253
86,6.680476643555312,0.001780909429985789,0.3,[3],[1],253
157,12.195753872537022,0.0002394994367050882,0.3,[10],[1],253
160,12.428793755451743,0.00022485543814943748,0.3,"[0, 3, 10]","[1, 1, 1]",253
8,0.6214396877725871,4.882812499999998,0.3,[0],[1],254
91,7.068876448413178,0.001475135891446316,0.3,[3],[1],254
172,13.360953287110624,0.0001766885939137205,0.3,[10],[1],254
152,11.807354067679155,0.00026678293402167426,0.3,"[0, 3, 10]","[1, 1, 1]",254
26,2.0196789852609083,0.09602673833340399,0.3,[0],[1],255
72,5.592957189953284,0.0032200430864273606,0.3,[3],[1],255
161,12.506473716423315,0.00022023368770327236,0.3,[10],[1],255
11,0.8544795706873073,1.689122137575541,0.3,"[0, 3, 10]","[1, 1, 1]",255
39,3.0295184778913624,0.02485543191123141,0.3,[0],[1],256
70,5.437597268010137,0.0035370663311991035,0.3,[3],[1],256
175,13.593993170025342,0.00016679249634454896,0.3,[10],[1],256
89,6.913516526470032,0.001588558876032669,0.3,"[0, 3, 10]","[1, 1, 1]",256
33,2.563438712061922,0.04337673621641649,0.3,[0],[1],257
86,6.680476643555312,0.001780909429985789,0.3,[3],[1],257
145,11.263594340878141,0.0003121835370553369,0.3,[10],[1],257
83,6.447436760640591,0.002004670639608852,0.3,"[0, 3, 10]","[1, 1, 1]",257
11,0.8544795706873073,1.689122137575541,0.3,[0],[1],258
102,7.923356019100486,0.001008407572896479,0.3,[3],[1],258
209,16.23511184305884,9.228881096363318e-05,0.3,[10],[1],258
79,6.136716916754298,0.0023634497153166936,0.3,"[0, 3, 10]","[1, 1, 1]",258
1,0.07767996097157338,5000.0,0.3,[0],[1],259
79,6.136716916754298,0.0023634497153166936,0.3,[3],[1],259
208,16.157431882087266,9.37761116537148e-05,0.3,[10],[1],259
174,13.51631320905377,0.00017000923379200677,0.3,"[0, 3, 10]","[1, 1, 1]",259
15,1.1651994145736009,0.60071130820478,0.3,[0],[1],260
75,5.825997072868004,0.002810384833177332,0.3,[3],[1],260
211,16.390471765001987,8.940500257186505e-05,0.3,[10],[1],260
2,0.15535992194314677,496.0628287400623,0.3,"[0, 3, 10]","[1, 1, 1]",260
4,0.31071984388629353,49.21566601151847,0.3,[0],[1],261
73,5.670637150924858,0.0030753447226552714,0.3,[3],[1],261
181,14.060072935854784,0.0001490646809113953,0.3,[10],[1],261
68,5.2822373460669905,0.003895892474602174,0.3,"[0, 3, 10]","[1, 1, 1]",261
34,2.6411186730334952,0.03926813549502645,0.3,[0],[1],262
77,5.981356994811151,0.002574349972076794,0.3,[3],[1],262
165,12.81719356030961,0.00020293495379613153,0.3,[10],[1],262
110,8.544795706873073,0.0007840210452378777,0.3,"[0, 3, 10]","[1, 1, 1]",262
5,0.38839980485786696,23.39214190570292,0.3,[0],[1],263
126,9.787675082418247,0.0004985800007836652,0.3,[3],[1],263
245,19.03159043803548,5.433542350946561e-05,0.3,[10],[1],263
245,19.03159043803548,5.433542350946561e-05,0.3,"[0, 3, 10]","[1, 1, 1]",263
3,0.23303988291472016,128.40023599085825,0.3,[0],[1],264
126,9.787675082418247,0.0004985800007836652,0.3,[3],[1],264
199,15.458312233343104,0.00010867419110861507,0.3,[10],[1],264
177,13.74935309196849,0.00016059269382258178,0.3,"[0, 3, 10]","[1, 1, 1]",264
10,0.7767996097157339,2.3207944168063888,0.3,[0],[1],265
67,5.204557385095417,0.004093115458002039,0.3,[3],[1],265
220,17.089591413746145,7.778473949848838e-05,0.3,[10],[1],265
216,16.778871569859852,8.269085843960093e-05,0.3,"[0, 3, 10]","[1, 1, 1]",265
5,0.38839980485786696,23.39214190570292,0.3,[0],[1],266
87,6.758156604526885,0.001713585698648385,0.3,[3],[1],266
177,13.74935309196849,0.00016059269382258178,0.3,[10],[1],266
170,13.205593365167477,0.00018371315957440575,0.3,"[0, 3, 10]","[1, 1, 1]",266
6,0.46607976582944033,12.738916855303339,0.3,[0],[1],267
97,7.5349562142426185,0.0011923329801384107,0.3,[3],[1],267
165,12.81719356030961,0.00020293495379613153,0.3,[10],[1],267
70,5.437597268010137,0.0035370663311991035,0.3,"[0, 3, 10]","[1, 1, 1]",267
23,1.786639102346188,0.14450311782565922,0.3,[0],[1],268
57,4.427757775379683,0.007015422297439552,0.3,[3],[1],268
194,15.069912428485237,0.00011829441418550569,0.3,[10],[1],268
23,1.786639102346188,0.14450311782565922,0.3,"[0, 3, 10]","[1, 1, 1]",268
6,0.46607976582944033,12.738916855303339,0.3,[0],[1],269
91,7.068876448413178,0.001475135891446316,0.3,[3],[1],269
185,14.370792779741077,0.00013858968563740565,0.3,[10],[1],269
91,7.068876448413178,0.001475135891446316,0.3,"[0, 3, 10]","[1, 1, 1]",269
1,0.07767996097157338,5000.0,0.3,[0],[1],270
47,3.6509581656639494,0.013344751098165238,0.3,[3],[1],270
184,14.293112818769504,0.0001411163260016203,0.3,[10],[1],270
6,0.46607976582944033,12.738916855303339,0.3,"[0, 3, 10]","[1, 1, 1]",270
11,0.8544795706873073,1.689122137575541,0.3,[0],[1],271
46,3.573278204692376,0.014336525078071007,0.3,[3],[1],271
177,13.74935309196849,0.00016059269382258178,0.3,[10],[1],271
153,11.885034028650729,0.00026101486108874345,0.3,"[0, 3, 10]","[1, 1, 1]",271
15,1.1651994145736009,0.60071130820478,0.3,[0],[1],272
66,5.126877424123844,0.004303517293805413,0.3,[3],[1],272
169,13.127913404195903,0.00018736177364325244,0.3,[10],[1],272
156,12.11807391156545,0.00024465532710304065,0.3,"[0, 3, 10]","[1, 1, 1]",272
14,1.0875194536020274,0.7560372935188074,0.3,[0],[1],273
92,7.146556409384752,0.0014223634369061493,0.3,[3],[1],273
144,11.185914379906569,0.0003194687364236075,0.3,[10],[1],273
117,9.088555433674086,0.0006382886646113645,0.3,"[0, 3, 10]","[1, 1, 1]",273
22,1.7089591413746146,0.16758214113063669,0.3,[0],[1],274
99,7.690316136185766,0.0011139166333402168,0.3,[3],[1],274
234,18.177110867348173,6.332625610396606e-05,0.3,[10],[1],274
12,0.9321595316588807,1.2638606260652467,0.3,"[0, 3, 10]","[1, 1, 1]",274
6,0.46607976582944033,12.738916855303339,0.3,[0],[1],275
47,3.6509581656639494,0.013344751098165238,0.3,[3],[1],275
177,13.74935309196849,0.00016059269382258178,0.3,[10],[1],275
6,0.46607976582944033,12.738916855303339,0.3,"[0, 3, 10]","[1, 1, 1]",275
33,2.563438712061922,0.04337673621641649,0.3,[0],[1],276
107,8.311755823958352,0.0008597207562688625,0.3,[3],[1],276
159,12.351113794480169,0.00022960407410469407,0.3,[10],[1],276
7,0.5437597268010137,7.620378404879155,0.3,"[0, 3, 10]","[1, 1, 1]",276
13,1.0098394926304541,0.9678888718320209,0.3,[0],[1],277
54,4.194717892464963,0.008400867563211267,0.3,[3],[1],277
227,17.63335114054716,7.007296276658385e-05,0.3,[10],[1],277
227,17.63335114054716,7.007296276658385e-05,0.3,"[0, 3, 10]","[1, 1, 1]",277
19,1.4759192584598944,0.27318572443819455,0.3,[0],[1],278
123,9.554635199503528,0.0005402809226801063,0.3,[3],[1],278
188,14.603832662655797,0.00013135416261082894,0.3,[10],[1],278
46,3.573278204692376,0.014336525078071007,0.3,"[0, 3, 10]","[1, 1, 1]",278
5,0.38839980485786696,23.39214190570292,0.3,[0],[1],279
46,3.573278204692376,0.014336525078071007,0.3,[3],[1],279
171,13.28327332613905,0.00018015637571335347,0.3,[10],[1],279
5,0.38839980485786696,23.39214190570292,0.3,"[0, 3, 10]","[1, 1, 1]",279
17,1.3205593365167476,0.395798004002463,0.3,[0],[1],280
58,4.505437736351257,0.006620285098389965,0.3,[3],[1],280
167,12.972553482252756,0.00019494634652100366,0.3,[10],[1],280
74,5.748317111896431,0.002938986595097844,0.3,"[0, 3, 10]","[1, 1, 1]",280
4,0.31071984388629353,49.21566601151847,0.3,[0],[1],281
74,5.748317111896431,0.002938986595097844,0.3,[3],[1],281
153,11.885034028650729,0.00026101486108874345,0.3,[10],[1],281
4,0.31071984388629353,49.21566601151847,0.3,"[0, 3, 10]","[1, 1, 1]",281
7,0.5437597268010137,7.620378404879155,0.3,[0],[1],282
89,6.913516526470032,0.001588558876032669,0.3,[3],[1],282
226,17.555671179575587,7.111183309086336e-05,0.3,[10],[1],282
174,13.51631320905377,0.00017000923379200677,0.3,"[0, 3, 10]","[1, 1, 1]",282
6,0.46607976582944033,12.738916855303339,0.3,[0],[1],283
101,7.8456760581289124,0.0010420744753700934,0.3,[3],[1],283
205,15.924391999172546,9.84291649835984e-05,0.3,[10],[1],283
5,0.38839980485786696,23.39214190570292,0.3,"[0, 3, 10]","[1, 1, 1]",283
1,0.07767996097157338,5000.0,0.3,[0],[1],284
131,10.176074887276114,0.00043792427415697616,0.3,[3],[1],284
202,15.691352116257825,0.00010338688240198098,0.3,[10],[1],284
202,15.691352116257825,0.00010338688240198098,0.3,"[0, 3, 10]","[1, 1, 1]",284
15,1.1651994145736009,0.60071130820478,0.3,[0],[1],285
91,7.068876448413178,0.001475135891446316,0.3,[3],[1],285
172,13.360953287110624,0.0001766885939137205,0.3,[10],[1],285
111,8.622475667844647,0.0007607233409183191,0.3,"[0, 3, 10]","[1, 1, 1]",285
12,0.9321595316588807,1.2638606260652467,0.3,[0],[1],286
103,8.001035980072059,0.0009761410768775173,0.3,[3],[1],286
203,15.769032077229397,0.0001016989677014271,0.3,[10],[1],286
42,3.262558360806082,0.019415073381140933,0.3,"[0, 3, 10]","[1, 1, 1]",286
34,2.6411186730334952,0.03926813549502645,0.3,[0],[1],287
76,5.903677033839577,0.002689003474612981,0.3,[3],[1],287
167,12.972553482252756,0.00019494634652100366,0.3,[10],[1],287
36,2.796478594976642,0.03245600052926631,0.3,"[0, 3, 10]","[1, 1, 1]",287
27,2.0973589462324815,0.0846754390421514,0.3,[0],[1],288
93,7.2242363703563255,0.0013720191586281086,0.3,[3],[1],288
244,18.953910477063907,5.5081266370370493e-05,0.3,[10],[1],288
26,2.0196789852609083,0.09602673833340399,0.3,"[0, 3, 10]","[1, 1, 1]",288
34,2.6411186730334952,0.03926813549502645,0.3,[0],[1],289
80,6.214396877725871,0.002266400797662488,0.3,[3],[1],289
186,14.448472740712651,0.00013612154098292396,0.3,[10],[1],289
8,0.6214396877725871,4.882812499999998,0.3,"[0, 3, 10]","[1, 1, 1]",289
11,0.8544795706873073,1.689122137575541,0.3,[0],[1],290
159,12.351113794480169,0.00022960407410469407,0.3,[3],[1],290
215,16.70119160888828,8.397985838455478e-05,0.3,[10],[1],290
220,17.089591413746145,7.778473949848838e-05,0.3,"[0, 3, 10]","[1, 1, 1]",290
4,0.31071984388629353,49.21566601151847,0.3,[0],[1],291
72,5.592957189953284,0.0032200430864273606,0.3,[3],[1],291
208,16.157431882087266,9.37761116537148e-05,0.3,[10],[1],291
205,15.924391999172546,9.84291649835984e-05,0.3,"[0, 3, 10]","[1, 1, 1]",291
17,1.3205593365167476,0.395798004002463,0.3,[0],[1],292
81,6.292076838697445,0.002174469271128354,0.3,[3],[1],292
175,13.593993170025342,0.00016679249634454896,0.3,[10],[1],292
10,0.7767996097157339,2.3207944168063888,0.3,"[0, 3, 10]","[1, 1, 1]",292
3,0.23303988291472016,128.40023599085825,0.3,[0],[1],293
90,6.991196487441605,0.0015304822818522383,0.3,[3],[1],293
216,16.778871569859852,8.269085843960093e-05,0.3,[10],[1],293
43,3.340238321777656,0.017950442230363003,0.3,"[0, 3, 10]","[1, 1, 1]",293
9,0.6991196487441605,3.2973241205016186,0.3,[0],[1],294
79,6.136716916754298,0.0023634497153166936,0.3,[3],[1],294
139,10.797514575048702,0.0003594076665373596,0.3,[10],[1],294
77,5.981356994811151,0.002574349972076794,0.3,"[0, 3, 10]","[1, 1, 1]",294
29,2.2527188681756285,0.06672829241413494,0.3,[0],[1],295
93,7.2242363703563255,0.0013720191586281086,0.3,[3],[1],295
173,13.438633248082196,0.00017330708886589412,0.3,[10],[1],295
29,2.2527188681756285,0.06672829241413494,0.3,"[0, 3, 10]","[1, 1, 1]",295
4,0.31071984388629353,49.21566601151847,0.3,[0],[1],296
94,7.301916331327899,0.00132396699571758,0.3,[3],[1],296
199,15.458312233343104,0.00010867419110861507,0.3,[10],[1],296
193,14.992232467513665,0.00012034987429069696,0.3,"[0, 3, 10]","[1, 1, 1]",296
6,0.46607976582944033,12.738916855303339,0.3,[0],[1],297
76,5.903677033839577,0.002689003474612981,0.3,[3],[1],297
166,12.894873521281182,0.00019888851763530345,0.3,[10],[1],297
97,7.5349562142426185,0.0011923329801384107,0.3,"[0, 3, 10]","[1, 1, 1]",297
15,1.1651994145736009,0.60071130820478,0.3,[0],[1],298
76,5.903677033839577,0.002689003474612981,0.3,[3],[1],298
220,17.089591413746145,7.778473949848838e-05,0.3,[10],[1],298
197,15.302952311399958,0.00011239558457947303,0.3,"[0, 3, 10]","[1, 1, 1]",298
29,2.2527188681756285,0.06672829241413494,0.3,[0],[1],299
85,6.6027966825837385,0.0018517126151239174,0.3,[3],[1],299
243,18.876230516092335,5.5840473513550046e-05,0.3,[10],[1],299
27,2.0973589462324815,0.0846754390421514,0.3,"[0, 3, 10]","[1, 1, 1]",299
15,1.1651994145736009,0.60071130820478,0.3,[0],[1],300
97,7.5349562142426185,0.0011923329801384107,0.3,[3],[1],300
140,10.875194536020274,0.0003509214259391723,0.3,[10],[1],300
96,7.457276253271045,0.001234238892641842,0.3,"[0, 3, 10]","[1, 1, 1]",300
14,1.0875194536020274,0.7560372935188074,0.3,[0],[1],301
81,6.292076838697445,0.002174469271128354,0.3,[3],[1],301
189,14.68151262362737,0.00012905177742009435,0.3,[10],[1],301
28,2.175038907204055,0.07500839969118409,0.3,"[0, 3, 10]","[1, 1, 1]",301
29,2.2527188681756285,0.06672829241413494,0.3,[0],[1],302
80,6.214396877725871,0.002266400797662488,0.3,[3],[1],302
235,18.254790828319745,6.243246227691323e-05,0.3,[10],[1],302
24,1.8643190633177613,0.12539085545982248,0.3,"[0, 3, 10]","[1, 1, 1]",302
4,0.31071984388629353,49.21566601151847,0.3,[0],[1],303
68,5.2822373460669905,0.003895892474602174,0.3,[3],[1],303
173,13.438633248082196,0.00017330708886589412,0.3,[10],[1],303
68,5.2822373460669905,0.003895892474602174,0.3,"[0, 3, 10]","[1, 1, 1]",303
17,1.3205593365167476,0.395798004002463,0.3,[0],[1],304
77,5.981356994811151,0.002574349972076794,0.3,[3],[1],304
186,14.448472740712651,0.00013612154098292396,0.3,[10],[1],304
17,1.3205593365167476,0.395798004002463,0.3,"[0, 3, 10]","[1, 1, 1]",304
13,1.0098394926304541,0.9678888718320209,0.3,[0],[1],305
79,6.136716916754298,0.0023634497153166936,0.3,[3],[1],305
197,15.302952311399958,0.00011239558457947303,0.3,[10],[1],305
3,0.23303988291472016,128.40023599085825,0.3,"[0, 3, 10]","[1, 1, 1]",305
29,2.2527188681756285,0.06672829241413494,0.3,[0],[1],306
83,6.447436760640591,0.002004670639608852,0.3,[3],[1],306
182,14.137752896826356,0.0001463520166173706,0.3,[10],[1],306
81,6.292076838697445,0.002174469271128354,0.3,"[0, 3, 10]","[1, 1, 1]",306
2,0.15535992194314677,496.0628287400623,0.3,[0],[1],307
98,7.612636175214192,0.0011522580529628008,0.3,[3],[1],307
189,14.68151262362737,0.00012905177742009435,0.3,[10],[1],307
179,13.904713013911637,0.0001546891670991137,0.3,"[0, 3, 10]","[1, 1, 1]",307
4,0.31071984388629353,49.21566601151847,0.3,[0],[1],308
121,9.39927527756038,0.000570626719129553,0.3,[3],[1],308
199,15.458312233343104,0.00010867419110861507,0.3,[10],[1],308
142,11.03055445796342,0.0003347152679650876,0.3,"[0, 3, 10]","[1, 1, 1]",308
16,1.2428793755451741,0.48443635619146697,0.3,[0],[1],309
83,6.447436760640591,0.002004670639608852,0.3,[3],[1],309
160,12.428793755451743,0.00022485543814943748,0.3,[10],[1],309
54,4.194717892464963,0.008400867563211267,0.3,"[0, 3, 10]","[1, 1, 1]",309
11,0.8544795706873073,1.689122137575541,0.3,[0],[1],310
57,4.427757775379683,0.007015422297439552,0.3,[3],[1],310
197,15.302952311399958,0.00011239558457947303,0.3,[10],[1],310
41,3.184878399834509,0.021038938071678188,0.3,"[0, 3, 10]","[1, 1, 1]",310
9,0.6991196487441605,3.2973241205016186,0.3,[0],[1],311
83,6.447436760640591,0.002004670639608852,0.3,[3],[1],311
229,17.788711062490307,6.805369805785247e-05,0.3,[10],[1],311
195,15.147592389456811,0.00011628435807901239,0.3,"[0, 3, 10]","[1, 1, 1]",311
3,0.23303988291472016,128.40023599085825,0.3,[0],[1],312
77,5.981356994811151,0.002574349972076794,0.3,[3],[1],312
163,12.661833638366463,0.00021135441437515178,0.3,[10],[1],312
155,12.040393950593876,0.0002499564475742621,0.3,"[0, 3, 10]","[1, 1, 1]",312
5,0.38839980485786696,23.39214190570292,0.3,[0],[1],313
104,8.078715941043633,0.0009452039763984577,0.3,[3],[1],313
200,15.535992194314678,0.00010687349666729347,0.3,[10],[1],313
179,13.904713013911637,0.0001546891670991137,0.3,"[0, 3, 10]","[1, 1, 1]",313
