K,normalized_K,inverse_K,alpha,thetas,weights,seed
208,8.097898587504407,0.0009377611165371479,0.3,[3],[1],10
369,14.3659835518708,0.0001387443959469686,0.3,[10],[1],10
1,0.03893220474761734,50000.0,0.3,"[0, 3, 10]","[1, 1, 1]",10
8,0.31145763798093873,48.828124999999986,0.3,[0],[1],11
150,5.839830712142602,0.0027882549003882305,0.3,[3],[1],11
332,12.925491976208958,0.00019732240132417275,0.3,[10],[1],11
176,6.852068035580652,0.0016365443469788736,0.3,"[0, 3, 10]","[1, 1, 1]",11
23,0.8954407091951989,1.4450311782565923,0.3,[0],[1],12
262,10.200237643875743,0.00043447590842449636,0.3,[3],[1],12
520,20.24474646876102,4.4220691091494795e-05,0.3,[10],[1],12
23,0.8954407091951989,1.4450311782565923,0.3,"[0, 3, 10]","[1, 1, 1]",12
81,3.153508584557005,0.021744692711283542,0.3,[0],[1],13
127,4.944390002947403,0.00485613704524604,0.3,[3],[1],13
319,12.419373314489933,0.00022542447183865878,0.3,[10],[1],13
164,6.384881578609244,0.0020708906987454683,0.3,"[0, 3, 10]","[1, 1, 1]",13
51,1.9855424421284846,0.1016411142372538,0.3,[0],[1],14
167,6.501678192852096,0.0019494634652100367,0.3,[3],[1],14
380,14.79423780409459,0.00012580310172615014,0.3,[10],[1],14
29,1.1290339376809029,0.6672829241413495,0.3,"[0, 3, 10]","[1, 1, 1]",14
24,0.9343729139428163,1.2539085545982247,0.3,[0],[1],15
227,8.837610477709138,0.0007007296276658384,0.3,[3],[1],15
404,15.728610718037407,0.0001025727786778857,0.3,[10],[1],15
89,3.4649662225379436,0.015885588760326693,0.3,"[0, 3, 10]","[1, 1, 1]",15
15,0.5839830712142602,6.0071130820478,0.3,[0],[1],16
180,7.007796854571122,0.0015184307401443335,0.3,[3],[1],16
384,14.94996662308506,0.00012148777823737462,0.3,[10],[1],16
385,14.988898827832678,0.00012043911972352545,0.3,"[0, 3, 10]","[1, 1, 1]",16
28,1.0901017329332856,0.7500839969118408,0.3,[0],[1],17
158,6.15128835012354,0.002344839102729788,0.3,[3],[1],17
390,15.183559851570765,0.00011536869521379441,0.3,[10],[1],17
23,0.8954407091951989,1.4450311782565923,0.3,"[0, 3, 10]","[1, 1, 1]",17
25,0.9733051186904336,1.0943846058730855,0.3,[0],[1],18
237,9.22693252518531,0.0006069350023983804,0.3,[3],[1],18
379,14.755305599346974,0.00012691295935713,0.3,[10],[1],18
326,12.691898747723254,0.00020969013732327412,0.3,"[0, 3, 10]","[1, 1, 1]",18
6,0.23359322848570407,127.3891685530334,0.3,[0],[1],19
215,8.37042402073773,0.0008397985838455479,0.3,[3],[1],19
369,14.3659835518708,0.0001387443959469686,0.3,[10],[1],19
6,0.23359322848570407,127.3891685530334,0.3,"[0, 3, 10]","[1, 1, 1]",19
30,1.1679661424285204,0.5959811016084131,0.3,[0],[1],20
268,10.433830872361447,0.0004028908066552236,0.3,[3],[1],20
474,18.45386505037062,6.021557883021942e-05,0.3,[10],[1],20
475,18.492797255118237,5.9794050273889385e-05,0.3,"[0, 3, 10]","[1, 1, 1]",20
41,1.596220394652311,0.21038938071678187,0.3,[0],[1],21
118,4.5940001602188465,0.00620435510556916,0.3,[3],[1],21
283,11.017813943575709,0.0003360071760064166,0.3,[10],[1],21
40,1.5572881899046938,0.22843888579788002,0.3,"[0, 3, 10]","[1, 1, 1]",21
36,1.4015593709142244,0.3245600052926631,0.3,[0],[1],22
131,5.100118821937872,0.0043792427415697615,0.3,[3],[1],22
283,11.017813943575709,0.0003360071760064166,0.3,[10],[1],22
122,4.749728979209316,0.0055518437563917096,0.3,"[0, 3, 10]","[1, 1, 1]",22
1,0.03893220474761734,50000.0,0.3,[0],[1],23
168,6.540610397599714,0.0019110515342307096,0.3,[3],[1],23
405,15.767542922785024,0.00010173098751964974,0.3,[10],[1],23
1,0.03893220474761734,50000.0,0.3,"[0, 3, 10]","[1, 1, 1]",23
1,0.03893220474761734,50000.0,0.3,[0],[1],24
91,3.542830632033178,0.014751358914463162,0.3,[3],[1],24
338,13.159085204694662,0.0001858864228624541,0.3,[10],[1],24
65,2.5305933085951273,0.045281987677690684,0.3,"[0, 3, 10]","[1, 1, 1]",24
15,0.5839830712142602,6.0071130820478,0.3,[0],[1],25
268,10.433830872361447,0.0004028908066552236,0.3,[3],[1],25
417,16.234729379756434,9.229605840064132e-05,0.3,[10],[1],25
263,10.239169848623362,0.000428993629191667,0.3,"[0, 3, 10]","[1, 1, 1]",25
39,1.5183559851570765,0.2485543191123141,0.3,[0],[1],26
201,7.8253731542710865,0.0010511139814905833,0.3,[3],[1],26
495,19.271441350070585,5.2113791916434407e-05,0.3,[10],[1],26
280,10.901017329332856,0.00034815815043376413,0.3,"[0, 3, 10]","[1, 1, 1]",26
15,0.5839830712142602,6.0071130820478,0.3,[0],[1],27
264,10.27810205337098,0.00042360093961344206,0.3,[3],[1],27
415,16.156864970261196,9.378708015185304e-05,0.3,[10],[1],27
36,1.4015593709142244,0.3245600052926631,0.3,"[0, 3, 10]","[1, 1, 1]",27
122,4.749728979209316,0.0055518437563917096,0.3,[0],[1],28
202,7.8643053590187035,0.00103386882401981,0.3,[3],[1],28
432,16.818712450970693,8.203972229698499e-05,0.3,[10],[1],28
432,16.818712450970693,8.203972229698499e-05,0.3,"[0, 3, 10]","[1, 1, 1]",28
31,1.2068983471761376,0.5342743913359289,0.3,[0],[1],29
202,7.8643053590187035,0.00103386882401981,0.3,[3],[1],29
385,14.988898827832678,0.00012043911972352545,0.3,[10],[1],29
386,15.027831032580295,0.00011940219815830807,0.3,"[0, 3, 10]","[1, 1, 1]",29
10,0.38932204747617344,23.207944168063886,0.3,[0],[1],30
282,10.978881738828091,0.0003399953493884898,0.3,[3],[1],30
575,22.386017729879974,3.162839752981322e-05,0.3,[10],[1],30
575,22.386017729879974,3.162839752981322e-05,0.3,"[0, 3, 10]","[1, 1, 1]",30
25,0.9733051186904336,1.0943846058730855,0.3,[0],[1],31
175,6.813135830833035,0.0016679249634454895,0.3,[3],[1],31
499,19.427170169061053,5.0734282044207467e-05,0.3,[10],[1],31
10,0.38932204747617344,23.207944168063886,0.3,"[0, 3, 10]","[1, 1, 1]",31
47,1.829813623138015,0.1334475109816524,0.3,[0],[1],32
221,8.604017249223434,0.0007661769671346193,0.3,[3],[1],32
366,14.249186937627949,0.0001425716097010137,0.3,[10],[1],32
207,8.05896638275679,0.0009529472317884671,0.3,"[0, 3, 10]","[1, 1, 1]",32
14,0.5450508664666428,7.560372935188075,0.3,[0],[1],33
116,4.5161357507236115,0.006568154705946016,0.3,[3],[1],33
369,14.3659835518708,0.0001387443959469686,0.3,[10],[1],33
367,14.288119142375566,0.0001412807928661036,0.3,"[0, 3, 10]","[1, 1, 1]",33
34,1.3236949614189897,0.39268135495026457,0.3,[0],[1],34
227,8.837610477709138,0.0007007296276658384,0.3,[3],[1],34
411,16.001136151270728,9.686434172528083e-05,0.3,[10],[1],34
224,8.720813863466285,0.0007325039032342193,0.3,"[0, 3, 10]","[1, 1, 1]",34
46,1.7908814183903978,0.14336525078071008,0.3,[0],[1],35
111,4.321474726985525,0.007607233409183191,0.3,[3],[1],35
290,11.29033937680903,0.000309725296955497,0.3,[10],[1],35
108,4.204678112742673,0.008334716254554429,0.3,"[0, 3, 10]","[1, 1, 1]",35
13,0.5061186617190254,9.67888871832021,0.3,[0],[1],36
105,4.087881498499821,0.009155294961220825,0.3,[3],[1],36
306,11.913254652770908,0.000258959540669753,0.3,[10],[1],36
72,2.803118741828449,0.032200430864273606,0.3,"[0, 3, 10]","[1, 1, 1]",36
17,0.6618474807094948,3.95798004002463,0.3,[0],[1],37
116,4.5161357507236115,0.006568154705946016,0.3,[3],[1],37
391,15.222492056318382,0.0001143880912150573,0.3,[10],[1],37
10,0.38932204747617344,23.207944168063886,0.3,"[0, 3, 10]","[1, 1, 1]",37
3,0.11679661424285204,1284.0023599085825,0.3,[0],[1],38
118,4.5940001602188465,0.00620435510556916,0.3,[3],[1],38
370,14.404915756618417,0.00013749838298297485,0.3,[10],[1],38
184,7.163525673561591,0.001411163260016203,0.3,"[0, 3, 10]","[1, 1, 1]",38
3,0.11679661424285204,1284.0023599085825,0.3,[0],[1],39
228,8.876542682456755,0.0006905373614410892,0.3,[3],[1],39
365,14.21025473288033,0.0001438778003226134,0.3,[10],[1],39
281,10.939949534080474,0.00034404528045089023,0.3,"[0, 3, 10]","[1, 1, 1]",39
27,1.0511695281856683,0.8467543904215139,0.3,[0],[1],40
152,5.917695121637836,0.002667829340216743,0.3,[3],[1],40
325,12.652966542975637,0.00021184853630576634,0.3,[10],[1],40
13,0.5061186617190254,9.67888871832021,0.3,"[0, 3, 10]","[1, 1, 1]",40
56,2.180203465866571,0.07441775786014798,0.3,[0],[1],41
190,7.397118902047295,0.0012680158080547411,0.3,[3],[1],41
396,15.417153080056469,0.0001096442979822944,0.3,[10],[1],41
378,14.716373394599357,0.00012803557952188982,0.3,"[0, 3, 10]","[1, 1, 1]",41
59,2.2970000801094232,0.06253598078823452,0.3,[0],[1],42
174,6.774203626085418,0.0017000923379200676,0.3,[3],[1],42
433,16.85764465571831,8.140986161237425e-05,0.3,[10],[1],42
198,7.7085765400282344,0.0011051452722307096,0.3,"[0, 3, 10]","[1, 1, 1]",42
3,0.11679661424285204,1284.0023599085825,0.3,[0],[1],43
171,6.657407011842566,0.0018015637571335346,0.3,[3],[1],43
430,16.74084804147546,8.331857221486416e-05,0.3,[10],[1],43
221,8.604017249223434,0.0007661769671346193,0.3,"[0, 3, 10]","[1, 1, 1]",43
51,1.9855424421284846,0.1016411142372538,0.3,[0],[1],44
195,7.591779925785382,0.0011628435807901239,0.3,[3],[1],44
330,12.847627566713724,0.00020133697446068568,0.3,[10],[1],44
317,12.341508904994699,0.00023020025318081465,0.3,"[0, 3, 10]","[1, 1, 1]",44
2,0.07786440949523468,4960.628287400623,0.3,[0],[1],45
152,5.917695121637836,0.002667829340216743,0.3,[3],[1],45
292,11.368203786304264,0.00030271027748097546,0.3,[10],[1],45
325,12.652966542975637,0.00021184853630576634,0.3,"[0, 3, 10]","[1, 1, 1]",45
24,0.9343729139428163,1.2539085545982247,0.3,[0],[1],46
165,6.423813783356862,0.002029349537961315,0.3,[3],[1],46
303,11.796458038528055,0.00026760521711513964,0.3,[10],[1],46
22,0.8565085044475815,1.675821411306367,0.3,"[0, 3, 10]","[1, 1, 1]",46
95,3.6985594510236477,0.012780798465341003,0.3,[0],[1],47
226,8.798678272961519,0.0007111183309086337,0.3,[3],[1],47
416,16.195797175008813,9.303768643037136e-05,0.3,[10],[1],47
176,6.852068035580652,0.0016365443469788736,0.3,"[0, 3, 10]","[1, 1, 1]",47
4,0.15572881899046936,492.15666011518476,0.3,[0],[1],48
145,5.645169688404515,0.003121835370553369,0.3,[3],[1],48
332,12.925491976208958,0.00019732240132417275,0.3,[10],[1],48
331,12.886559771461341,0.0001993165486787372,0.3,"[0, 3, 10]","[1, 1, 1]",48
18,0.7007796854571122,3.271359860977742,0.3,[0],[1],49
214,8.33149181599011,0.0008529510205625551,0.3,[3],[1],49
360,14.015593709142244,0.00015064740964037287,0.3,[10],[1],49
370,14.404915756618417,0.00013749838298297485,0.3,"[0, 3, 10]","[1, 1, 1]",49
30,1.1679661424285204,0.5959811016084131,0.3,[0],[1],50
89,3.4649662225379436,0.015885588760326693,0.3,[3],[1],50
389,15.144627646823146,0.00011636025560667159,0.3,[10],[1],50
30,1.1679661424285204,0.5959811016084131,0.3,"[0, 3, 10]","[1, 1, 1]",50
16,0.6229152759618775,4.84436356191467,0.3,[0],[1],51
139,5.411576459918811,0.003594076665373596,0.3,[3],[1],51
348,13.548407252170836,0.00016867052285358692,0.3,[10],[1],51
15,0.5839830712142602,6.0071130820478,0.3,"[0, 3, 10]","[1, 1, 1]",51
34,1.3236949614189897,0.39268135495026457,0.3,[0],[1],52
204,7.9421697685139385,0.0010004670262678558,0.3,[3],[1],52
330,12.847627566713724,0.00020133697446068568,0.3,[10],[1],52
231,8.993339296699606,0.0006610942878754394,0.3,"[0, 3, 10]","[1, 1, 1]",52
33,1.2847627566713724,0.43376736216416484,0.3,[0],[1],53
180,7.007796854571122,0.0015184307401443335,0.3,[3],[1],53
282,10.978881738828091,0.0003399953493884898,0.3,[10],[1],53
298,11.601797014789968,0.00028286711263170834,0.3,"[0, 3, 10]","[1, 1, 1]",53
3,0.11679661424285204,1284.0023599085825,0.3,[0],[1],54
146,5.684101893152132,0.0030511284049423923,0.3,[3],[1],54
394,15.339288670561233,0.00011151054324877262,0.3,[10],[1],54
380,14.79423780409459,0.00012580310172615014,0.3,"[0, 3, 10]","[1, 1, 1]",54
47,1.829813623138015,0.1334475109816524,0.3,[0],[1],55
100,3.8932204747617343,0.010772173450159411,0.3,[3],[1],55
367,14.288119142375566,0.0001412807928661036,0.3,[10],[1],55
43,1.6740848041475458,0.17950442230363003,0.3,"[0, 3, 10]","[1, 1, 1]",55
24,0.9343729139428163,1.2539085545982247,0.3,[0],[1],56
144,5.606237483656898,0.0031946873642360748,0.3,[3],[1],56
420,16.351525993999285,9.011678780967642e-05,0.3,[10],[1],56
24,0.9343729139428163,1.2539085545982247,0.3,"[0, 3, 10]","[1, 1, 1]",56
3,0.11679661424285204,1284.0023599085825,0.3,[0],[1],57
164,6.384881578609244,0.0020708906987454683,0.3,[3],[1],57
418,16.27366158450405,9.15620972553535e-05,0.3,[10],[1],57
425,16.54618701773737,8.663104852311787e-05,0.3,"[0, 3, 10]","[1, 1, 1]",57
25,0.9733051186904336,1.0943846058730855,0.3,[0],[1],58
222,8.64294945397105,0.0007547331447690643,0.3,[3],[1],58
448,17.44162772693257,7.267359166030074e-05,0.3,[10],[1],58
185,7.202457878309208,0.0013858968563740565,0.3,"[0, 3, 10]","[1, 1, 1]",58
54,2.1023390563713367,0.08400867563211266,0.3,[0],[1],59
217,8.448288430232964,0.0008142746068032535,0.3,[3],[1],59
448,17.44162772693257,7.267359166030074e-05,0.3,[10],[1],59
78,3.036711970314153,0.024659711726882933,0.3,"[0, 3, 10]","[1, 1, 1]",59
87,3.387101813042709,0.01713585698648385,0.3,[0],[1],60
197,7.6696443352806165,0.0011239558457947303,0.3,[3],[1],60
413,16.079000560765962,9.530956750532002e-05,0.3,[10],[1],60
195,7.591779925785382,0.0011628435807901239,0.3,"[0, 3, 10]","[1, 1, 1]",60
56,2.180203465866571,0.07441775786014798,0.3,[0],[1],61
188,7.31925449255206,0.0013135416261082894,0.3,[3],[1],61
365,14.21025473288033,0.0001438778003226134,0.3,[10],[1],61
395,15.37822087530885,0.00011057230225536254,0.3,"[0, 3, 10]","[1, 1, 1]",61
8,0.31145763798093873,48.828124999999986,0.3,[0],[1],62
154,5.995559531133071,0.0025540786586306296,0.3,[3],[1],62
463,18.02561079814683,6.51178471939664e-05,0.3,[10],[1],62
131,5.100118821937872,0.0043792427415697615,0.3,"[0, 3, 10]","[1, 1, 1]",62
51,1.9855424421284846,0.1016411142372538,0.3,[0],[1],63
196,7.6307121305329995,0.001143184778382487,0.3,[3],[1],63
465,18.103475207642067,6.41889337119437e-05,0.3,[10],[1],63
66,2.569525513342745,0.04303517293805413,0.3,"[0, 3, 10]","[1, 1, 1]",63
18,0.7007796854571122,3.271359860977742,0.3,[0],[1],64
158,6.15128835012354,0.002344839102729788,0.3,[3],[1],64
382,14.872102213589825,0.00012362096458443786,0.3,[10],[1],64
13,0.5061186617190254,9.67888871832021,0.3,"[0, 3, 10]","[1, 1, 1]",64
21,0.8175762996999643,1.956916771052247,0.3,[0],[1],65
196,7.6307121305329995,0.001143184778382487,0.3,[3],[1],65
507,19.738627807041993,4.811459190291876e-05,0.3,[10],[1],65
477,18.570661664613475,5.896243459901045e-05,0.3,"[0, 3, 10]","[1, 1, 1]",65
5,0.19466102373808672,233.92141905702923,0.3,[0],[1],66
136,5.294779845675959,0.0038652148828365513,0.3,[3],[1],66
448,17.44162772693257,7.267359166030074e-05,0.3,[10],[1],66
4,0.15572881899046936,492.15666011518476,0.3,"[0, 3, 10]","[1, 1, 1]",66
1,0.03893220474761734,50000.0,0.3,[0],[1],67
214,8.33149181599011,0.0008529510205625551,0.3,[3],[1],67
393,15.300356465813616,0.00011245916029576209,0.3,[10],[1],67
275,10.70635630559477,0.0003697098529604225,0.3,"[0, 3, 10]","[1, 1, 1]",67
12,0.46718645697140815,12.638606260652468,0.3,[0],[1],68
106,4.126813703247438,0.008870548064937096,0.3,[3],[1],68
506,19.699695602294376,4.84322837705533e-05,0.3,[10],[1],68
31,1.2068983471761376,0.5342743913359289,0.3,"[0, 3, 10]","[1, 1, 1]",68
1,0.03893220474761734,50000.0,0.3,[0],[1],69
194,7.5528477210377645,0.0011829441418550568,0.3,[3],[1],69
399,15.53394969429932,0.00010692034515303214,0.3,[10],[1],69
92,3.5817628367807957,0.014223634369061492,0.3,"[0, 3, 10]","[1, 1, 1]",69
18,0.7007796854571122,3.271359860977742,0.3,[0],[1],70
168,6.540610397599714,0.0019110515342307096,0.3,[3],[1],70
431,16.779780246223076,8.267593284058793e-05,0.3,[10],[1],70
170,6.618474807094948,0.0018371315957440575,0.3,"[0, 3, 10]","[1, 1, 1]",70
10,0.38932204747617344,23.207944168063886,0.3,[0],[1],71
138,5.372644255171194,0.0036816264066263497,0.3,[3],[1],71
356,13.859864890151774,0.00015636396616491404,0.3,[10],[1],71
30,1.1679661424285204,0.5959811016084131,0.3,"[0, 3, 10]","[1, 1, 1]",71
22,0.8565085044475815,1.675821411306367,0.3,[0],[1],72
168,6.540610397599714,0.0019110515342307096,0.3,[3],[1],72
397,15.456085284804086,0.00010872639331257813,0.3,[10],[1],72
3,0.11679661424285204,1284.0023599085825,0.3,"[0, 3, 10]","[1, 1, 1]",72
24,0.9343729139428163,1.2539085545982247,0.3,[0],[1],73
219,8.526152839728198,0.0007897499762843546,0.3,[3],[1],73
449,17.480559931680187,7.213547030990108e-05,0.3,[10],[1],73
449,17.480559931680187,7.213547030990108e-05,0.3,"[0, 3, 10]","[1, 1, 1]",73
42,1.6351525993999285,0.19415073381140932,0.3,[0],[1],74
157,6.112356145375923,0.002394994367050882,0.3,[3],[1],74
342,13.314814023685132,0.00017873776270384715,0.3,[10],[1],74
31,1.2068983471761376,0.5342743913359289,0.3,"[0, 3, 10]","[1, 1, 1]",74
41,1.596220394652311,0.21038938071678187,0.3,[0],[1],75
207,8.05896638275679,0.0009529472317884671,0.3,[3],[1],75
370,14.404915756618417,0.00013749838298297485,0.3,[10],[1],75
341,13.275881818937515,0.00018049094038904309,0.3,"[0, 3, 10]","[1, 1, 1]",75
49,1.9076780326332499,0.11614033406709717,0.3,[0],[1],76
97,3.7764238605188822,0.011923329801384107,0.3,[3],[1],76
363,14.132390323385096,0.00014653721079784757,0.3,[10],[1],76
63,2.452728899099893,0.050253715043515376,0.3,"[0, 3, 10]","[1, 1, 1]",76
16,0.6229152759618775,4.84436356191467,0.3,[0],[1],77
171,6.657407011842566,0.0018015637571335346,0.3,[3],[1],77
351,13.665203866413687,0.00016391283033277796,0.3,[10],[1],77
7,0.2725254332333214,76.20378404879155,0.3,"[0, 3, 10]","[1, 1, 1]",77
16,0.6229152759618775,4.84436356191467,0.3,[0],[1],78
162,6.30701716911401,0.0021573467552885458,0.3,[3],[1],78
328,12.769763157218488,0.00020545837960623227,0.3,[10],[1],78
20,0.7786440949523469,2.3025196866502404,0.3,"[0, 3, 10]","[1, 1, 1]",78
67,2.608457718090362,0.04093115458002039,0.3,[0],[1],79
205,7.981101973261556,0.000984291649835984,0.3,[3],[1],79
467,18.1813396171373,6.327717313580162e-05,0.3,[10],[1],79
27,1.0511695281856683,0.8467543904215139,0.3,"[0, 3, 10]","[1, 1, 1]",79
13,0.5061186617190254,9.67888871832021,0.3,[0],[1],80
175,6.813135830833035,0.0016679249634454895,0.3,[3],[1],80
397,15.456085284804086,0.00010872639331257813,0.3,[10],[1],80
11,0.42825425222379077,16.89122137575541,0.3,"[0, 3, 10]","[1, 1, 1]",80
24,0.9343729139428163,1.2539085545982247,0.3,[0],[1],81
106,4.126813703247438,0.008870548064937096,0.3,[3],[1],81
289,11.251407172061413,0.0003133121199446674,0.3,[10],[1],81
96,3.737491655771265,0.01234238892641842,0.3,"[0, 3, 10]","[1, 1, 1]",81
46,1.7908814183903978,0.14336525078071008,0.3,[0],[1],82
74,2.8809831513236834,0.02938986595097844,0.3,[3],[1],82
454,17.675220955418276,6.95211842563773e-05,0.3,[10],[1],82
42,1.6351525993999285,0.19415073381140932,0.3,"[0, 3, 10]","[1, 1, 1]",82
2,0.07786440949523468,4960.628287400623,0.3,[0],[1],83
123,4.7886611839569335,0.005402809226801064,0.3,[3],[1],83
395,15.37822087530885,0.00011057230225536254,0.3,[10],[1],83
395,15.37822087530885,0.00011057230225536254,0.3,"[0, 3, 10]","[1, 1, 1]",83
74,2.8809831513236834,0.02938986595097844,0.3,[0],[1],84
178,6.929932445075887,0.0015760500193297995,0.3,[3],[1],84
434,16.896576860465927,8.078627296440479e-05,0.3,[10],[1],84
178,6.929932445075887,0.0015760500193297995,0.3,"[0, 3, 10]","[1, 1, 1]",84
2,0.07786440949523468,4960.628287400623,0.3,[0],[1],85
134,5.216915436180724,0.0040608848649123334,0.3,[3],[1],85
398,15.495017489551703,0.00010781845330475544,0.3,[10],[1],85
144,5.606237483656898,0.0031946873642360748,0.3,"[0, 3, 10]","[1, 1, 1]",85
11,0.42825425222379077,16.89122137575541,0.3,[0],[1],86
223,8.681881658718668,0.0007435105366646763,0.3,[3],[1],86
466,18.142407412389684,6.373093381892163e-05,0.3,[10],[1],86
467,18.1813396171373,6.327717313580162e-05,0.3,"[0, 3, 10]","[1, 1, 1]",86
3,0.11679661424285204,1284.0023599085825,0.3,[0],[1],87
125,4.866525593452168,0.005119999999999996,0.3,[3],[1],87
307,11.952186857518525,0.00025615848895986363,0.3,[10],[1],87
11,0.42825425222379077,16.89122137575541,0.3,"[0, 3, 10]","[1, 1, 1]",87
13,0.5061186617190254,9.67888871832021,0.3,[0],[1],88
178,6.929932445075887,0.0015760500193297995,0.3,[3],[1],88
368,14.327051347123183,0.00014000512771553713,0.3,[10],[1],88
368,14.327051347123183,0.00014000512771553713,0.3,"[0, 3, 10]","[1, 1, 1]",88
9,0.3503898427285561,32.97324120501619,0.3,[0],[1],89
211,8.21469520174726,0.0008940500257186505,0.3,[3],[1],89
421,16.390458198746902,8.940524923819312e-05,0.3,[10],[1],89
210,8.175762996999643,0.0009083203032825682,0.3,"[0, 3, 10]","[1, 1, 1]",89
10,0.38932204747617344,23.207944168063886,0.3,[0],[1],90
151,5.878762916890219,0.0027271781793086042,0.3,[3],[1],90
347,13.50947504742322,0.0001702962514345065,0.3,[10],[1],90
341,13.275881818937515,0.00018049094038904309,0.3,"[0, 3, 10]","[1, 1, 1]",90
70,2.725254332333214,0.035370663311991034,0.3,[0],[1],91
194,7.5528477210377645,0.0011829441418550568,0.3,[3],[1],91
323,12.575102133480403,0.00021625272890920855,0.3,[10],[1],91
191,7.436051106794912,0.0012460212439059349,0.3,"[0, 3, 10]","[1, 1, 1]",91
63,2.452728899099893,0.050253715043515376,0.3,[0],[1],92
221,8.604017249223434,0.0007661769671346193,0.3,[3],[1],92
492,19.154644735827734,5.31805708860383e-05,0.3,[10],[1],92
492,19.154644735827734,5.31805708860383e-05,0.3,"[0, 3, 10]","[1, 1, 1]",92
46,1.7908814183903978,0.14336525078071008,0.3,[0],[1],93
142,5.528373074161663,0.003347152679650876,0.3,[3],[1],93
348,13.548407252170836,0.00016867052285358692,0.3,[10],[1],93
40,1.5572881899046938,0.22843888579788002,0.3,"[0, 3, 10]","[1, 1, 1]",93
27,1.0511695281856683,0.8467543904215139,0.3,[0],[1],94
165,6.423813783356862,0.002029349537961315,0.3,[3],[1],94
455,17.714153160165893,6.901317620581562e-05,0.3,[10],[1],94
355,13.820932685404157,0.00015783700355318273,0.3,"[0, 3, 10]","[1, 1, 1]",94
7,0.2725254332333214,76.20378404879155,0.3,[0],[1],95
136,5.294779845675959,0.0038652148828365513,0.3,[3],[1],95
337,13.120152999947045,0.00018773143567637414,0.3,[10],[1],95
7,0.2725254332333214,76.20378404879155,0.3,"[0, 3, 10]","[1, 1, 1]",95
62,2.4137966943522753,0.05300673317789519,0.3,[0],[1],96
176,6.852068035580652,0.0016365443469788736,0.3,[3],[1],96
463,18.02561079814683,6.51178471939664e-05,0.3,[10],[1],96
177,6.89100024032827,0.001605926938225818,0.3,"[0, 3, 10]","[1, 1, 1]",96
26,1.0122373234380508,0.9602673833340398,0.3,[0],[1],97
186,7.241390083056826,0.0013612154098292398,0.3,[3],[1],97
418,16.27366158450405,9.15620972553535e-05,0.3,[10],[1],97
