K,normalized_K,inverse_K,alpha,seed
418,16.27366158450405,9.15620972553535e-05,0.3,210
355,13.820932685404157,0.00015783700355318273,0.3,211
284,11.056746148323326,0.0003320796052984986,0.3,212
293,11.407135991051883,0.0002992801662833386,0.3,213
416,16.195797175008813,9.303768643037136e-05,0.3,214
174,6.774203626085418,0.0017000923379200676,0.3,215
74,2.8809831513236834,0.02938986595097844,0.3,216
250,9.733051186904335,0.0005079683366298234,0.3,217
65,2.5305933085951273,0.045281987677690684,0.3,218
107,4.165745907995055,0.008597207562688626,0.3,219
262,10.200237643875743,0.00043447590842449636,0.3,220
75,2.919915356071301,0.028103848331773314,0.3,221
123,4.7886611839569335,0.005402809226801064,0.3,222
125,4.866525593452168,0.005119999999999996,0.3,223
75,2.919915356071301,0.028103848331773314,0.3,224
160,6.229152759618775,0.002248554381494375,0.3,225
294,11.4460681957995,0.00029590041184558095,0.3,226
331,12.886559771461341,0.0001993165486787372,0.3,227
322,12.536169928732784,0.00021849949221188148,0.3,228
52,2.0244746468761017,0.0952705909047003,0.3,229
319,12.419373314489933,0.00022542447183865878,0.3,230
333,12.964424180956575,0.00019535411299533261,0.3,231
302,11.757525833780438,0.00027057034442119976,0.3,232
292,11.368203786304264,0.00030271027748097546,0.3,233
378,14.716373394599357,0.00012803557952188982,0.3,234
396,15.417153080056469,0.0001096442979822944,0.3,235
38,1.479423780409459,0.2710345664724279,0.3,236
216,8.409356225485347,0.0008269085843960093,0.3,237
229,8.915474887204372,0.0006805369805785248,0.3,238
288,11.212474967313796,0.0003169531301686162,0.3,239
375,14.599576780356504,0.00013148184165463875,0.3,240
398,15.495017489551703,0.00010781845330475544,0.3,241
390,15.183559851570765,0.00011536869521379441,0.3,242
347,13.50947504742322,0.0001702962514345065,0.3,243
272,10.589559691351917,0.00038347788569361764,0.3,244
374,14.560644575608887,0.00013265735393193012,0.3,245
190,7.397118902047295,0.0012680158080547411,0.3,246
352,13.704136071161304,0.0001623657636241796,0.3,247
162,6.30701716911401,0.0021573467552885458,0.3,248
56,2.180203465866571,0.07441775786014798,0.3,249
519,20.2058142640134,4.45053422185389e-05,0.3,250
331,12.886559771461341,0.0001993165486787372,0.3,251
442,17.208034498446867,7.60143827264562e-05,0.3,252
310,12.068983471761376,0.0002479882048910111,0.3,253
296,11.523932605294734,0.0002892883653533307,0.3,254
180,7.007796854571122,0.0015184307401443335,0.3,255
81,3.153508584557005,0.021744692711283542,0.3,256
167,6.501678192852096,0.0019494634652100367,0.3,257
99,3.8542882700141172,0.01113916633340217,0.3,258
324,12.61403433822802,0.00021403590680032616,0.3,259
32,1.245830551923755,0.48062173839373495,0.3,260
166,6.462745988104479,0.0019888851763530343,0.3,261
298,11.601797014789968,0.00028286711263170834,0.3,262
445,17.32483111268972,7.431958930744027e-05,0.3,263
335,13.042288590451811,0.0001914934752600198,0.3,264
232,9.032271501447223,0.0006516434806067864,0.3,265
320,12.45830551923755,0.00022308484941199215,0.3,266
181,7.046729059318739,0.001490646809113953,0.3,267
162,6.30701716911401,0.0021573467552885458,0.3,268
204,7.9421697685139385,0.0010004670262678558,0.3,269
297,11.56286481004235,0.0002860543171900524,0.3,270
42,1.6351525993999285,0.19415073381140932,0.3,271
326,12.691898747723254,0.00020969013732327412,0.3,272
271,10.5506274866043,0.0003882150503039164,0.3,273
240,9.343729139428163,0.0005820127945394657,0.3,274
13,0.5061186617190254,9.67888871832021,0.3,275
247,9.616254572661484,0.0005288268452541949,0.3,276
384,14.94996662308506,0.00012148777823737462,0.3,277
344,13.392678433180366,0.00017529728740588868,0.3,278
290,11.29033937680903,0.000309725296955497,0.3,279
149,5.800898507394984,0.002851121836221387,0.3,280
99,3.8542882700141172,0.01113916633340217,0.3,281
338,13.159085204694662,0.0001858864228624541,0.3,282
302,11.757525833780438,0.00027057034442119976,0.3,283
375,14.599576780356504,0.00013148184165463875,0.3,284
331,12.886559771461341,0.0001993165486787372,0.3,285
256,9.96664441539004,0.00046935716640013163,0.3,286
60,2.3359322848570407,0.059128814227897585,0.3,287
71,2.7641865370808314,0.03373718494643336,0.3,288
376,14.63850898510412,0.00013031983494301986,0.3,289
467,18.1813396171373,6.327717313580162e-05,0.3,290
210,8.175762996999643,0.0009083203032825682,0.3,291
124,4.827593388704551,0.005258934000499279,0.3,292
84,3.270305198799857,0.019262192443289312,0.3,293
194,7.5528477210377645,0.0011829441418550568,0.3,294
157,6.112356145375923,0.002394994367050882,0.3,295
361,14.054525913889861,0.00014926088007364234,0.3,296
135,5.255847640928342,0.003961479772003406,0.3,297
190,7.397118902047295,0.0012680158080547411,0.3,298
387,15.066763237327912,0.0001183768522796936,0.3,299
220,8.565085044475815,0.0007778473949848838,0.3,300
89,3.4649662225379436,0.015885588760326693,0.3,301
275,10.70635630559477,0.0003697098529604225,0.3,302
103,4.010017089004586,0.009761410768775174,0.3,303
84,3.270305198799857,0.019262192443289312,0.3,304
175,6.813135830833035,0.0016679249634454895,0.3,305
165,6.423813783356862,0.002029349537961315,0.3,306
345,13.431610637927983,0.00017360931389744243,0.3,307
279,10.862085124585239,0.00035233516750365586,0.3,308
198,7.7085765400282344,0.0011051452722307096,0.3,309
80,3.1145763798093875,0.02266400797662488,0.3,310
345,13.431610637927983,0.00017360931389744243,0.3,311
252,9.810915596399571,0.0004946540110839348,0.3,312
376,14.63850898510412,0.00013031983494301986,0.3,313
46,1.7908814183903978,0.14336525078071008,0.3,314
364,14.171322528132713,0.00014519959071005093,0.3,315
239,9.304796934680546,0.0005901698258681776,0.3,316
118,4.5940001602188465,0.00620435510556916,0.3,317
11,0.42825425222379077,16.89122137575541,0.3,318
317,12.341508904994699,0.00023020025318081465,0.3,319
317,12.341508904994699,0.00023020025318081465,0.3,320
260,10.12237323438051,0.00044571663637658394,0.3,321
366,14.249186937627949,0.0001425716097010137,0.3,322
137,5.333712050423576,0.0037719689912476995,0.3,323
266,10.355966462866213,0.0004130771914644547,0.3,324
399,15.53394969429932,0.00010692034515303214,0.3,325
66,2.569525513342745,0.04303517293805413,0.3,326
286,11.13461055781856,0.0003244017790362529,0.3,327
85,3.309237403547474,0.018517126151239176,0.3,328
117,4.5550679554712294,0.006382886646113645,0.3,329
9,0.3503898427285561,32.97324120501619,0.3,330
117,4.5550679554712294,0.006382886646113645,0.3,331
390,15.183559851570765,0.00011536869521379441,0.3,332
380,14.79423780409459,0.00012580310172615014,0.3,333
305,11.87432244802329,0.00026180054110818584,0.3,334
267,10.39489866761383,0.0004079426691359345,0.3,335
16,0.6229152759618775,4.84436356191467,0.3,336
217,8.448288430232964,0.0008142746068032535,0.3,337
265,10.317034258118596,0.0004182960445623269,0.3,338
116,4.5161357507236115,0.006568154705946016,0.3,339
129,5.022254412442638,0.004609682037037756,0.3,340
278,10.823152919837622,0.00035657756746677524,0.3,341
331,12.886559771461341,0.0001993165486787372,0.3,342
292,11.368203786304264,0.00030271027748097546,0.3,343
151,5.878762916890219,0.0027271781793086042,0.3,344
116,4.5161357507236115,0.006568154705946016,0.3,345
357,13.898797094899392,0.00015490875039628484,0.3,346
385,14.988898827832678,0.00012043911972352545,0.3,347
205,7.981101973261556,0.000984291649835984,0.3,348
334,13.003356385704192,0.00019341127221549897,0.3,349
77,2.9977797655665355,0.02574349972076794,0.3,350
196,7.6307121305329995,0.001143184778382487,0.3,351
274,10.667424100847152,0.0003742267215436266,0.3,352
229,8.915474887204372,0.0006805369805785248,0.3,353
373,14.52171237086127,0.00013384656548815236,0.3,354
306,11.913254652770908,0.000258959540669753,0.3,355
278,10.823152919837622,0.00035657756746677524,0.3,356
272,10.589559691351917,0.00038347788569361764,0.3,357
438,17.052305679456396,7.835312144660283e-05,0.3,358
56,2.180203465866571,0.07441775786014798,0.3,359
246,9.577322367913867,0.0005360265656379689,0.3,360
195,7.591779925785382,0.0011628435807901239,0.3,361
326,12.691898747723254,0.00020969013732327412,0.3,362
63,2.452728899099893,0.050253715043515376,0.3,363
379,14.755305599346974,0.00012691295935713,0.3,364
167,6.501678192852096,0.0019494634652100367,0.3,365
228,8.876542682456755,0.0006905373614410892,0.3,366
