mle,alpha,seed,success
0.5987789505951444,0.6,0,1
0.7082962564264673,0.7,0,1
0.7968736312530831,0.8,0,1
0.5907485739525452,0.6,1,1
0.6731970286232261,0.7,1,0
0.7977664129416984,0.8,1,1
0.6285975030804248,0.6,2,1
0.7046824249174347,0.7,2,1
0.8042606829854776,0.8,2,1
0.5728017006875455,0.6,3,1
0.6632215947715078,0.7,3,1
0.7746368930647646,0.8,3,1
0.6111443593997586,0.6,4,1
0.7073528737229966,0.7,4,1
0.8036237205516787,0.8,4,1
0.602396932990557,0.6,5,1
0.6919265391834362,0.7,5,1
0.7982682190024667,0.8,5,1
0.620130963322137,0.6,6,1
0.695907075818172,0.7,6,1
0.7988710273784088,0.8,6,1
0.573300199381906,0.6,7,1
0.6937396169139337,0.7,7,1
0.8059182978458546,0.8,7,1
0.5345300578500715,0.6,8,0
0.7051104297195623,0.7,8,1
0.7942752498999761,0.8,8,1
0.5945119407208184,0.6,9,1
0.7034182840667934,0.7,9,1
0.7934316375931368,0.8,9,1
0.5927306342506089,0.6,10,1
0.7148549689862826,0.7,10,1
0.7993110178406875,0.8,10,1
0.5372666239325554,0.6,11,1
0.6730099842037616,0.7,11,1
0.7924493273927229,0.8,11,1
0.604776110301922,0.6,12,1
0.6851690328271174,0.7,12,1
0.7952942345665369,0.8,12,1
0.5677602375149964,0.6,13,0
0.7024583494254532,0.7,13,1
0.8096675341641119,0.8,13,0
0.604154005949257,0.6,14,1
0.6932224796756763,0.7,14,1
0.801118334264072,0.8,14,1
0.5945805746499786,0.6,15,1
0.7185263227590748,0.7,15,0
0.8025715435753701,0.8,15,1
0.6118207362948409,0.6,16,1
0.709332942173054,0.7,16,1
0.7969695357108312,0.8,16,1
0.5672664807992347,0.6,17,1
0.679574054654257,0.7,17,1
0.7970942720162091,0.8,17,1
0.5973102157430357,0.6,18,1
0.6893277855946862,0.7,18,1
0.8008214283113488,0.8,18,1
0.5719460319460171,0.6,19,1
0.6980193958891979,0.7,19,1
0.8007407172298455,0.8,19,1
0.6235217430219716,0.6,20,1
0.7262327419383727,0.7,20,1
0.8104882283268022,0.8,20,1
0.6147709623433357,0.6,21,1
0.6930223043058115,0.7,21,1
0.7928449707696248,0.8,21,1
0.5839314676736108,0.6,22,1
0.6758977356619266,0.7,22,1
0.8063860484246592,0.8,22,1
0.6134619088477891,0.6,23,1
0.7123196222798444,0.7,23,1
0.7947934085398194,0.8,23,1
0.0623077578630847,0.6,24,0
0.7043334185492003,0.7,24,1
0.7945338311777261,0.8,24,1
0.5150245681236254,0.6,25,0
0.7039846428080964,0.7,25,1
0.8141593292887138,0.8,25,1
0.6108030709714238,0.6,26,1
0.7020471903722896,0.7,26,1
0.7937506985509183,0.8,26,1
0.5997904729039081,0.6,27,1
0.6985305162269327,0.7,27,1
0.8058689676328515,0.8,27,1
0.6085608363272941,0.6,28,1
0.6830648219446351,0.7,28,0
0.7905372953014466,0.8,28,0
0.60672888411425,0.6,29,1
0.7015420411640113,0.7,29,1
0.8021716421363159,0.8,29,1
0.6405323401751994,0.6,30,1
0.7374746850072584,0.7,30,1
0.8029687331970472,0.8,30,1
0.6245543590289095,0.6,31,1
0.7006532525523267,0.7,31,1
0.7984753509723522,0.8,31,1
0.6221213855306114,0.6,32,1
0.7084917953702672,0.7,32,1
0.7991552683250079,0.8,32,1
0.5599926071026509,0.6,33,1
0.7015576445902583,0.7,33,1
0.7967716523350218,0.8,33,1
0.6039291712534361,0.6,34,1
0.6791944226967153,0.7,34,0
0.7951169719758303,0.8,34,1
0.5768619214252492,0.6,35,1
0.6964815838178753,0.7,35,1
0.8031121277259725,0.8,35,1
0.5594685397756425,0.6,36,1
0.6884292663533276,0.7,36,1
0.804754978238913,0.8,36,1
0.5527667080476293,0.6,37,1
0.6987205120433011,0.7,37,1
0.8008528463423547,0.8,37,1
0.5915124215362367,0.6,38,1
0.6941957142929827,0.7,38,1
0.8055306557295216,0.8,38,1
0.5948241632975981,0.6,39,1
0.6959413593088825,0.7,39,1
0.7997177855858508,0.8,39,1
