mle,alpha,seed,success
0.5935518377501589,0.6,0,1
0.6933345107328183,0.7,0,1
0.8106710387856088,0.8,0,1
0.5962137392136823,0.6,1,1
0.6829619832815222,0.7,1,1
0.7928996541409022,0.8,1,1
0.561883928861695,0.6,2,1
0.7310480738279344,0.7,2,1
0.8179351333567128,0.8,2,1
0.566399628430668,0.6,3,1
0.5666881664322456,0.7,3,0
0.6994412045089412,0.8,3,0
0.6199909488380627,0.6,4,1
0.728715175089463,0.7,4,0
0.8063700106867634,0.8,4,1
0.6238514763702615,0.6,5,1
0.7129099260952297,0.7,5,1
0.8088270584895937,0.8,5,1
0.5797170736848553,0.6,6,1
0.6869745917856905,0.7,6,1
0.806502284731225,0.8,6,1
0.6065891281343935,0.6,7,1
0.7041447751252242,0.7,7,1
0.8092949279474531,0.8,7,1
0.5572025739971184,0.6,8,1
0.6924141166198485,0.7,8,1
0.7747534930822909,0.8,8,1
0.5628488396323933,0.6,9,1
0.6899317906406279,0.7,9,1
0.794966683939699,0.8,9,1
0.5958115580423708,0.6,10,1
0.6842146118854863,0.7,10,1
0.8071355506337954,0.8,10,1
0.47898153713052954,0.6,11,1
0.525060203576125,0.7,11,0
0.7748359990146964,0.8,11,1
0.6289032062388468,0.6,12,1
0.7004826461382098,0.7,12,1
0.7934998962867584,0.8,12,1
0.5438575759135899,0.6,13,1
0.6874433853701177,0.7,13,1
0.8031429131215571,0.8,13,1
0.5985521588115471,0.6,14,1
0.6782481010790564,0.7,14,1
0.8077005820038489,0.8,14,1
0.6170662016641081,0.6,15,1
0.6982559560468405,0.7,15,1
0.8055530321221739,0.8,15,1
0.5721970258971579,0.6,16,1
0.7035022147203627,0.7,16,1
0.7990846417006776,0.8,16,1
0.4361858199336585,0.6,17,0
0.7070926139608431,0.7,17,1
0.7831845581829888,0.8,17,1
0.6545806736081141,0.6,18,1
0.7036735228991232,0.7,18,1
0.8036883191364428,0.8,18,1
0.576291397088686,0.6,19,1
0.7101841291751192,0.7,19,1
0.8119675681003432,0.8,19,1
0.6279563935385712,0.6,20,1
0.6608040403667065,0.7,20,1
0.7957388271615655,0.8,20,1
0.615895298561847,0.6,21,1
0.7281937587076456,0.7,21,1
0.7935365194167598,0.8,21,1
0.5599857228874199,0.6,22,1
0.6284853050032202,0.7,22,1
0.8334010530728941,0.8,22,1
0.604623769681424,0.6,23,1
0.6969658210923276,0.7,23,1
0.7866095317975491,0.8,23,1
0.09377137660629503,0.6,24,0
0.705060285213048,0.7,24,1
0.7839556400705447,0.8,24,1
0.5130457162290043,0.6,25,1
0.7258213552111874,0.7,25,1
0.8222001153473486,0.8,25,1
0.61690824862532,0.6,26,1
0.7045788411677637,0.7,26,1
0.7996458219702591,0.8,26,1
0.5772007828291398,0.6,27,1
0.6808010813566991,0.7,27,1
0.7832436041793408,0.8,27,1
0.603501923909193,0.6,28,1
0.6778726279688304,0.7,28,1
0.7946404952136265,0.8,28,1
0.6372133790768973,0.6,29,1
0.67535655962966,0.7,29,1
0.8093071064366756,0.8,29,1
0.6373097917468863,0.6,30,1
0.7087727460699983,0.7,30,1
0.7906378521360891,0.8,30,1
0.638276739477967,0.6,31,1
0.6723407189806105,0.7,31,1
0.8151660100918982,0.8,31,1
0.610289268420506,0.6,32,1
0.6951950281165997,0.7,32,1
0.7995824259314697,0.8,32,1
0.5751513891989134,0.6,33,1
0.6739935146186727,0.7,33,1
0.7994748732633955,0.8,33,1
0.6191366619198176,0.6,34,1
0.674895766443376,0.7,34,1
0.7949406888712455,0.8,34,1
0.566823693649066,0.6,35,1
0.6976973207992824,0.7,35,1
0.7862475259914873,0.8,35,1
0.5814636728469496,0.6,36,1
0.5937911821783707,0.7,36,0
0.8027322867351301,0.8,36,1
0.47828838974469473,0.6,37,0
0.700817306871564,0.7,37,1
0.8239473921500402,0.8,37,1
0.6164448455945474,0.6,38,1
0.6869869235265118,0.7,38,1
0.8252658665450837,0.8,38,0
0.5865508471222642,0.6,39,1
0.6937647084401241,0.7,39,1
0.7956241607514347,0.8,39,1
0.5402528990970336,0.6,40,1
0.6883983324769745,0.7,40,1
0.8030647445135805,0.8,40,1
0.5490392783481295,0.6,41,0
0.706279039549478,0.7,41,1
0.795773209283113,0.8,41,1
0.576762223622528,0.6,42,1
0.7080860659708356,0.7,42,1
0.8074044129178857,0.8,42,1
0.648184254398689,0.6,43,1
0.6840865123508745,0.7,43,1
0.8044553450291668,0.8,43,1
0.5610021507085549,0.6,44,1
0.6944094197609434,0.7,44,1
0.8078141376567927,0.8,44,1
0.5824773361319023,0.6,45,1
0.6783153736588377,0.7,45,1
0.8108197611200743,0.8,45,1
0.5951236526055416,0.6,46,1
0.7185971058154067,0.7,46,1
0.8079643184112468,0.8,46,1
0.6414916076689178,0.6,47,0
0.705651043198335,0.7,47,1
0.7912526413523207,0.8,47,1
0.548407471116647,0.6,48,1
0.6725826344507047,0.7,48,1
0.7979161795423094,0.8,48,1
0.5649750212788772,0.6,49,1
0.7120570296005571,0.7,49,1
0.7949488142764811,0.8,49,1
0.6089304835370127,0.6,50,1
0.7143366284854089,0.7,50,1
0.7978162037849004,0.8,50,1
0.5859136386572698,0.6,51,1
0.7058369037944772,0.7,51,1
0.7885673318549649,0.8,51,1
0.6365260135230727,0.6,52,1
0.709449938382894,0.7,52,1
0.7978292073434496,0.8,52,1
0.6008435093234401,0.6,53,1
0.6947418003344052,0.7,53,1
0.8063035755527517,0.8,53,1
0.5651305088851435,0.6,54,1
0.6424264000541487,0.7,54,1
0.806046371992804,0.8,54,1
0.6048104094265114,0.6,55,1
0.7338098856295305,0.7,55,1
0.8210094291055846,0.8,55,0
0.6577240442341087,0.6,56,1
0.7018121497632139,0.7,56,1
0.7513257175725458,0.8,56,0
0.6235169246620962,0.6,57,1
0.719629766998804,0.7,57,1
0.8055938988882647,0.8,57,1
0.6021863118729519,0.6,58,1
0.6961353211019823,0.7,58,1
0.7803808400203365,0.8,58,1
0.6166391950746883,0.6,59,1
0.6861595113290989,0.7,59,1
0.8027676174689048,0.8,59,1
0.6283704853473315,0.6,60,1
0.6977672289310377,0.7,60,1
0.7957542327722812,0.8,60,1
0.5945551982841915,0.6,61,1
0.6911456502303978,0.7,61,1
0.8076950584180601,0.8,61,1
0.6273836468173416,0.6,62,1
0.6664031719178588,0.7,62,1
0.7892351934653826,0.8,62,1
0.5891094827092108,0.6,63,1
0.7286741336428784,0.7,63,1
0.8116486162220674,0.8,63,1
0.5609219543755495,0.6,64,1
0.6924566451169838,0.7,64,1
0.781551612791346,0.8,64,1
0.5568047641596725,0.6,65,1
0.663339458600806,0.7,65,1
0.808289296437741,0.8,65,1
0.5796290063745623,0.6,66,1
0.7125351171458212,0.7,66,1
0.799803792960593,0.8,66,1
0.6566828793559495,0.6,67,1
0.72863368657841,0.7,67,1
0.756276510233919,0.8,67,0
0.6092153812424469,0.6,68,1
0.7022189994747298,0.7,68,1
0.8106525508326383,0.8,68,1
0.598244692752405,0.6,69,1
0.7083308188769278,0.7,69,1
0.7958000629429756,0.8,69,1
0.5783224310680951,0.6,70,1
0.6984119526553703,0.7,70,1
0.7842259669036338,0.8,70,1
0.4997818278505728,0.6,71,1
0.639766068657287,0.7,71,1
0.7979017129336474,0.8,71,1
0.6347879797612893,0.6,72,1
0.682132183347684,0.7,72,1
0.7863494987425866,0.8,72,1
0.6343770176506547,0.6,73,1
0.7117709112037013,0.7,73,1
0.8103609946648768,0.8,73,1
0.5997471360095441,0.6,74,1
0.6825059596242984,0.7,74,1
0.8099107180097036,0.8,74,1
0.5748180505116204,0.6,75,1
0.6711347322489959,0.7,75,1
0.7989759837180417,0.8,75,1
0.5599780349844037,0.6,76,1
0.7211609341668757,0.7,76,1
0.787976671568682,0.8,76,1
0.5598407774102191,0.6,77,1
0.6539388409087609,0.7,77,1
0.7963536635643548,0.8,77,1
0.6028774840894592,0.6,78,1
0.7007214867315705,0.7,78,1
0.8023598155191093,0.8,78,1
0.6716041569714687,0.6,79,0
0.716153733820898,0.7,79,1
0.8133177801402296,0.8,79,1
0.6217897571991932,0.6,80,1
0.717148511585904,0.7,80,1
0.7933350405325245,0.8,80,1
0.5938722108829467,0.6,81,1
0.6731286677213362,0.7,81,1
0.7782019629532076,0.8,81,1
0.5647591681316875,0.6,82,1
0.7321603902631639,0.7,82,1
0.7981148251013371,0.8,82,1
0.4179817135665524,0.6,83,1
0.5956159878505852,0.7,83,0
0.7849939783731138,0.8,83,1
0.6218281532542734,0.6,84,1
0.6831982969280967,0.7,84,1
0.8098135324673987,0.8,84,1
0.5137921560519471,0.6,85,1
0.6704656850346625,0.7,85,1
0.777629104156364,0.8,85,1
0.6100994632868685,0.6,86,1
0.6894408069370481,0.7,86,1
0.8025288394334184,0.8,86,1
0.5590594327824259,0.6,87,1
0.6763063107292191,0.7,87,1
0.7972892136962292,0.8,87,1
0.6251975501030276,0.6,88,1
0.6929268970457266,0.7,88,1
0.7919178625191937,0.8,88,1
0.594331526638445,0.6,89,1
0.7076807595197508,0.7,89,1
0.8084373940671599,0.8,89,1
0.41694676592257873,0.6,90,1
0.6973693842311106,0.7,90,1
0.8178981710633272,0.8,90,1
0.5867897581491993,0.6,91,1
0.6780586473478535,0.7,91,1
0.8042161996831312,0.8,91,1
0.5757199311442992,0.6,92,1
0.6849561827203225,0.7,92,1
0.768990964426322,0.8,92,1
0.5406490703900978,0.6,93,0
0.7172679119375877,0.7,93,1
0.7929523845143882,0.8,93,1
0.5905518981782615,0.6,94,1
0.6946033607381751,0.7,94,1
0.7872966881333872,0.8,94,1
0.4924258559098785,0.6,95,0
0.6825264117579112,0.7,95,1
0.8120567007326412,0.8,95,1
0.5739433459658876,0.6,96,1
0.6934595287405223,0.7,96,1
0.8076949014500463,0.8,96,1
0.5838680658805989,0.6,97,1
0.682045387008103,0.7,97,1
0.8025903588184204,0.8,97,1
0.5811511338995052,0.6,98,1
0.6659868729924486,0.7,98,1
0.8198703119391721,0.8,98,1
0.6147352790271589,0.6,99,1
0.7165252753112767,0.7,99,1
0.801343893243955,0.8,99,1
