mle,alpha,seed,success
0.6004964283437207,0.6,0,1
0.7105847376642102,0.7,0,1
0.7967835951477905,0.8,0,1
0.5775962333140441,0.6,1,1
0.7171407064190605,0.7,1,1
0.8065802881842671,0.8,1,1
0.6142945255837333,0.6,2,1
0.702293087036608,0.7,2,1
0.8163507219894742,0.8,2,1
0.5143185997000432,0.6,3,1
0.6899125906068097,0.7,3,1
0.8398154131647212,0.8,3,1
0.6125491561966782,0.6,4,1
0.7256938352709227,0.7,4,1
0.8086398649029831,0.8,4,1
0.6095419538895273,0.6,5,1
0.710633573067462,0.7,5,1
0.8154945943381581,0.8,5,1
0.6067766928111105,0.6,6,1
0.6935148860189252,0.7,6,1
0.8056204922319077,0.8,6,1
0.6112410368779672,0.6,7,1
0.6828712099946358,0.7,7,1
0.798130760111368,0.8,7,1
0.5674482175748602,0.6,8,1
0.6876515310509896,0.7,8,1
0.7938705834045074,0.8,8,1
0.5916682659666351,0.6,9,1
0.6916534470870042,0.7,9,1
0.8041671874243129,0.8,9,1
0.6273768353824408,0.6,10,1
0.7052783731543204,0.7,10,1
0.8084909234177067,0.8,10,1
0.45480203384829315,0.6,11,1
0.6801656396479107,0.7,11,1
0.7765506910685267,0.8,11,1
0.6214873149338842,0.6,12,1
0.7001307182998742,0.7,12,1
0.8230707048700956,0.8,12,0
0.5537834829561987,0.6,13,1
0.683172531728865,0.7,13,1
0.8030293903105932,0.8,13,1
0.6180243607723189,0.6,14,1
0.6814572690972706,0.7,14,1
0.8058072942728034,0.8,14,1
0.6299344377564864,0.6,15,1
0.713677539325835,0.7,15,1
0.784793028311217,0.8,15,1
0.6254737250641156,0.6,16,1
0.6988610465580214,0.7,16,1
0.792479817904825,0.8,16,1
0.5179891296548637,0.6,17,1
0.670155019705665,0.7,17,1
0.7847332297309885,0.8,17,1
0.6041250283541303,0.6,18,1
0.726664180282187,0.7,18,1
0.8059374248508916,0.8,18,1
0.588044147582285,0.6,19,1
0.7251018327399983,0.7,19,1
0.8130869661760005,0.8,19,1
0.648351097656079,0.6,20,1
0.7249113889698343,0.7,20,1
0.7869242899261767,0.8,20,1
0.6152242511745917,0.6,21,1
0.729310682657287,0.7,21,1
0.8022474519657192,0.8,21,1
0.5608815567373521,0.6,22,1
0.6218697266976846,0.7,22,0
0.7903900816638687,0.8,22,1
0.5966622856469438,0.6,23,1
0.6540979380291427,0.7,23,1
0.7782329273663028,0.8,23,1
0.6140980760761259,0.6,24,1
0.709378688976518,0.7,24,1
0.7948032467499918,0.8,24,1
0.47156701555971764,0.6,25,0
0.7287581364962673,0.7,25,1
0.8070976897405664,0.8,25,1
0.6277707535948405,0.6,26,1
0.7348235453040315,0.7,26,0
0.7953925295691803,0.8,26,1
0.5614486204746858,0.6,27,1
0.6946410976683429,0.7,27,1
0.790876048310325,0.8,27,1
0.5820620435127509,0.6,28,1
0.7094848149477702,0.7,28,1
0.8041556372184947,0.8,28,1
0.6241222614630136,0.6,29,1
0.7160041764879626,0.7,29,1
0.7802246398621951,0.8,29,1
0.6453145872909741,0.6,30,1
0.7349156321156926,0.7,30,0
0.7876019900100018,0.8,30,1
0.6086940579350778,0.6,31,1
0.6787233833754454,0.7,31,1
0.802829049469469,0.8,31,1
0.6270576240718998,0.6,32,1
0.6869497761257455,0.7,32,1
0.794458926449049,0.8,32,1
0.5882953117519658,0.6,33,1
0.6467811124937567,0.7,33,0
0.8055101605520408,0.8,33,1
0.6195822260375483,0.6,34,1
0.675150048943078,0.7,34,1
0.7972680181512306,0.8,34,1
0.6199833878663331,0.6,35,1
0.6861583719758522,0.7,35,1
0.7812936979221958,0.8,35,1
0.5220686895935943,0.6,36,1
0.6568583386022613,0.7,36,1
0.8084639554324329,0.8,36,1
0.5639832566009638,0.6,37,1
0.7056902132730575,0.7,37,1
0.7994394961475898,0.8,37,1
0.6103584759274658,0.6,38,1
0.6765969094899944,0.7,38,1
0.8179016769173899,0.8,38,1
0.6380859877164169,0.6,39,1
0.7047386506159545,0.7,39,1
0.8071564863044776,0.8,39,1
0.5563632507400994,0.6,40,1
0.6907308489265486,0.7,40,1
0.7788471715160011,0.8,40,1
0.5870333446530857,0.6,41,1
0.7071307847204348,0.7,41,1
0.8015599265501329,0.8,41,1
0.5871837398989807,0.6,42,1
0.7030446729698542,0.7,42,1
0.8088548646372908,0.8,42,1
0.6117249856417054,0.6,43,1
0.7138207333856834,0.7,43,1
0.8051324433979646,0.8,43,1
0.5577286122227477,0.6,44,1
0.6881176726207247,0.7,44,1
0.8195104099587516,0.8,44,1
0.5756197106972085,0.6,45,1
0.6879185695451203,0.7,45,1
0.8104564212502747,0.8,45,1
0.6134075373075023,0.6,46,1
0.6985714059501731,0.7,46,1
0.7953607595872841,0.8,46,1
0.6358263145359982,0.6,47,1
0.7240515910426624,0.7,47,1
0.7960070060425009,0.8,47,1
0.5973876566672686,0.6,48,1
0.6782969118638678,0.7,48,1
0.7931741114977048,0.8,48,1
0.5810285938985716,0.6,49,1
0.7136290362687103,0.7,49,1
0.7955629528432322,0.8,49,1
0.5940289779270824,0.6,50,1
0.739964499295108,0.7,50,1
0.8032442535942864,0.8,50,1
0.595501465085423,0.6,51,1
0.7351053076440613,0.7,51,1
0.7799149028270724,0.8,51,1
0.6411001453904527,0.6,52,1
0.6910042563625992,0.7,52,1
0.798456317793942,0.8,52,1
0.6113878610596237,0.6,53,1
0.6957453842657311,0.7,53,1
0.8086437284259499,0.8,53,1
0.49379037043931007,0.6,54,1
0.7105909287122842,0.7,54,1
0.7852683892287148,0.8,54,1
0.644469126440927,0.6,55,1
0.7019166410831619,0.7,55,1
0.8181973965731771,0.8,55,1
0.6423171889335506,0.6,56,1
0.6953738346008365,0.7,56,1
0.7773386397113723,0.8,56,1
0.5933506428452935,0.6,57,1
0.7216247681650314,0.7,57,1
0.7970998407646189,0.8,57,1
0.6184519087075514,0.6,58,1
0.7213263990738262,0.7,58,1
0.7649760804034801,0.8,58,0
0.6265707093115037,0.6,59,1
0.709997638046913,0.7,59,1
0.7924662755599646,0.8,59,1
0.6146589363260755,0.6,60,1
0.7166540885846421,0.7,60,1
0.8035937740455692,0.8,60,1
0.6003960721721426,0.6,61,1
0.689317852183169,0.7,61,1
0.8074996913853719,0.8,61,1
0.6087234042921567,0.6,62,1
0.6956858675310607,0.7,62,1
0.7949442831721092,0.8,62,1
0.6160175805655235,0.6,63,1
0.736538664909399,0.7,63,1
0.8118450473710775,0.8,63,1
0.5768636550354078,0.6,64,1
0.6999304559301442,0.7,64,1
0.799041033577743,0.8,64,1
0.5957096560730288,0.6,65,1
0.721105630849444,0.7,65,1
0.7958556204376045,0.8,65,1
0.5879160926738879,0.6,66,1
0.6956763452209722,0.7,66,1
0.8014911862710853,0.8,66,1
0.6333751342589147,0.6,67,1
0.6656215299226241,0.7,67,1
0.8068097520042262,0.8,67,1
0.6271058878066376,0.6,68,1
0.7077852522543054,0.7,68,1
0.8119258260815632,0.8,68,1
0.6203058528822275,0.6,69,1
0.7078897194190067,0.7,69,1
0.7922165501732653,0.8,69,1
0.6023062265603928,0.6,70,1
0.6907328757419401,0.7,70,1
0.777582777632196,0.8,70,1
0.5764746939640747,0.6,71,1
0.6684951231857694,0.7,71,1
0.8121709389229508,0.8,71,1
0.6034510242927961,0.6,72,1
0.6998819081610111,0.7,72,1
0.8067111511738179,0.8,72,1
0.6332689610123503,0.6,73,1
0.7070897379009143,0.7,73,1
0.8024771475039232,0.8,73,1
0.6000476843123134,0.6,74,1
0.7134268916017786,0.7,74,1
0.8015453498581652,0.8,74,1
0.5928866163739832,0.6,75,1
0.713740382366967,0.7,75,1
0.8034847932979259,0.8,75,1
0.6264093655955144,0.6,76,1
