mle,alpha,seed,success
0.6185163688347747,0.6,0,1
0.7214595145358556,0.7,0,1
0.7945638110396022,0.8,0,1
0.5886086304494325,0.6,1,1
0.6824211113699529,0.7,1,1
0.8055858983558375,0.8,1,1
0.6283369753459834,0.6,2,1
0.7030398821327829,0.7,2,1
0.8158208537150099,0.8,2,1
0.5447760663648084,0.6,3,1
0.5666881664322456,0.7,3,0
0.8124592438031327,0.8,3,1
0.6050661425725999,0.6,4,1
0.7307409528691173,0.7,4,0
0.8054283403948141,0.8,4,1
0.6325854379965979,0.6,5,1
0.7046094456065056,0.7,5,1
0.8142402586505675,0.8,5,1
0.608980777617679,0.6,6,1
0.7084304628724443,0.7,6,1
0.8028932969476661,0.8,6,1
0.6092019160695892,0.6,7,1
0.690124982012182,0.7,7,1
0.8109228314813242,0.8,7,1
0.5977681523209454,0.6,8,1
0.653228549341549,0.7,8,1
0.7667626635962845,0.8,8,0
0.5960063461216331,0.6,9,1
0.7024806388264067,0.7,9,1
0.7938566586455956,0.8,9,1
0.6280985004052642,0.6,10,1
0.7154968704714496,0.7,10,1
0.8161517944442667,0.8,10,1
0.47898153713052954,0.6,11,1
0.525060203576125,0.7,11,0
0.7906147447173685,0.8,11,1
0.6082549820430344,0.6,12,1
0.7022089008669109,0.7,12,1
0.8224247796208898,0.8,12,0
0.5459180193306683,0.6,13,0
0.6666509159717139,0.7,13,0
0.8036413489935386,0.8,13,1
0.6222685650952887,0.6,14,1
0.7023497805348132,0.7,14,1
0.814655980841603,0.8,14,1
0.6421409017464597,0.6,15,1
0.7135243898020566,0.7,15,1
0.7863147031632723,0.8,15,1
0.6341629129641926,0.6,16,1
0.7112780928533935,0.7,16,1
0.7968006909449588,0.8,16,1
0.5304111648862236,0.6,17,1
0.7054486874365317,0.7,17,1
0.7833659128119254,0.8,17,1
0.595566337786592,0.6,18,1
0.7172631461345783,0.7,18,1
0.8170372419654384,0.8,18,1
0.6307154621717821,0.6,19,1
0.7319341640561072,0.7,19,0
0.8128257720402959,0.8,19,1
0.6290666370403384,0.6,20,1
0.7271788094944245,0.7,20,1
0.7903689213619267,0.8,20,1
0.6208292003510566,0.6,21,1
0.7195195634893776,0.7,21,1
0.8150039223108926,0.8,21,1
0.5576607721606481,0.6,22,1
0.7059829397278784,0.7,22,1
0.8038000912562238,0.8,22,1
0.5925611514352204,0.6,23,1
0.6976891070245059,0.7,23,1
0.7890545782409516,0.8,23,1
0.6050825048854943,0.6,24,1
0.7014010965487257,0.7,24,1
0.7917363452931337,0.8,24,1
0.5130457162290043,0.6,25,1
0.680956962294262,0.7,25,1
0.8045055855631198,0.8,25,1
0.627845451294847,0.6,26,1
0.7336710175681015,0.7,26,1
0.7970841079840764,0.8,26,1
0.5714822909651329,0.6,27,1
0.6835365599190676,0.7,27,1
0.780443726163463,0.8,27,1
0.6252202913393875,0.6,28,1
0.7062395943214301,0.7,28,1
0.8017982708323144,0.8,28,1
0.644594541130451,0.6,29,1
0.6771308997202587,0.7,29,1
0.808330648594599,0.8,29,1
0.6373097917468863,0.6,30,1
0.719372268577535,0.7,30,1
0.7898569585861939,0.8,30,1
0.6145122633995762,0.6,31,1
0.6910634774921692,0.7,31,1
0.8033582615483669,0.8,31,1
0.6112831740147555,0.6,32,1
0.6818875989803242,0.7,32,1
0.7961911429672378,0.8,32,1
0.573294881080926,0.6,33,1
0.6714052805722355,0.7,33,1
0.808547990749071,0.8,33,1
0.6214616693613204,0.6,34,1
0.6643439894631552,0.7,34,1
0.7946483562736608,0.8,34,1
0.6350295855386323,0.6,35,1
0.6850021970809197,0.7,35,1
